edad,categ_laboral,estado_civil,nivel_educacion,deuda,balance,vivienda,prestamo,contacto,dia,mes,anio,duracion,cant_actual,dias_entre,cant_previa,resultado_ant,suscribe
36,trabajadora casas particulares,divorciadx/viudx,secundario,no,-289,no,no,celular,20,abr,2009,400,2,-1,0,desconocido,no
40,servicios,divorciadx/viudx,secundario,no,131,si,no,celular,14,may,2009,102,3,-1,0,desconocido,no
27,gestion,solterx,universitario/terciario,no,438,si,no,celular,18,may,2009,10,5,-1,0,desconocido,no
32,operarix,casadx,primario,no,1287,si,no,celular,14,abr,2009,297,2,-1,0,desconocido,no
47,gestion,solterx,universitario/terciario,no,585,si,no,celular,2,feb,2009,100,1,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,495,no,no,celular,2,feb,2009,282,1,-1,0,desconocido,no
27,estudiante,solterx,universitario/terciario,no,3733,si,no,telefono fijo,13,feb,2009,299,6,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,0,no,no,telefono fijo,5,jun,2009,109,1,-1,0,desconocido,no
31,gestion,casadx,universitario/terciario,no,301,si,no,celular,18,may,2009,34,6,-1,0,desconocido,no
29,operarix,casadx,secundario,no,415,si,no,celular,11,may,2009,128,3,-1,0,desconocido,no
29,gestion,solterx,universitario/terciario,no,697,no,no,celular,4,feb,2009,206,1,-1,0,desconocido,no
45,gestion,casadx,universitario/terciario,no,474,si,si,celular,2,feb,2009,190,4,264,4,fallo,no
33,servicios,solterx,secundario,no,-198,si,no,celular,15,may,2009,256,1,359,3,exito,no
36,operarix,solterx,secundario,no,3623,no,no,desconocido,12,nov,2009,71,1,378,1,exito,no
33,tecnico,casadx,secundario,no,5833,si,no,celular,17,abr,2009,57,1,-1,0,desconocido,no
33,gestion,divorciadx/viudx,universitario/terciario,no,387,no,no,celular,6,feb,2009,17,5,-1,0,desconocido,no
55,gestion,casadx,universitario/terciario,no,719,si,no,telefono fijo,11,may,2009,221,6,284,29,otro,no
31,operarix,solterx,secundario,no,953,si,no,celular,14,may,2009,479,1,346,2,exito,no
32,gestion,solterx,desconocido,no,787,no,no,celular,28,ene,2009,92,1,-1,0,desconocido,no
53,operarix,casadx,primario,no,1090,si,no,celular,9,abr,2009,207,1,-1,0,desconocido,no
37,independiente,solterx,primario,no,235,si,no,celular,17,abr,2009,191,4,323,9,fallo,no
32,operarix,casadx,secundario,no,0,si,no,celular,8,may,2009,80,2,-1,0,desconocido,no
41,independiente,solterx,universitario/terciario,no,428,si,no,celular,11,may,2009,106,1,-1,0,desconocido,no
30,gestion,solterx,universitario/terciario,no,938,no,no,celular,26,may,2009,172,2,105,1,otro,no
58,operarix,casadx,primario,no,66,si,no,celular,15,may,2009,184,4,-1,0,desconocido,no
30,operarix,casadx,secundario,no,393,si,no,celular,17,abr,2009,1034,2,-1,0,desconocido,no
31,desempleadx,casadx,secundario,no,6,no,no,celular,4,jun,2009,121,4,-1,0,desconocido,no
35,tecnico,casadx,secundario,no,-288,si,si,celular,30,abr,2009,126,3,-1,0,desconocido,no
35,operarix,casadx,secundario,no,305,si,no,celular,18,may,2009,7,7,367,25,fallo,no
27,tecnico,solterx,universitario/terciario,no,261,si,si,celular,30,ene,2009,195,2,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,1027,si,no,celular,1,oct,2009,137,1,119,1,fallo,no
43,independiente,casadx,secundario,no,284,no,no,celular,28,ene,2009,256,1,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,37,no,no,celular,28,ene,2009,253,2,-1,0,desconocido,no
25,tecnico,solterx,universitario/terciario,no,0,si,no,celular,29,abr,2009,80,7,-1,0,desconocido,no
56,operarix,casadx,primario,no,1137,no,no,telefono fijo,12,oct,2009,99,3,102,1,exito,no
34,gestion,casadx,universitario/terciario,no,1495,si,no,celular,7,may,2009,50,1,-1,0,desconocido,no
44,gestion,solterx,universitario/terciario,no,5063,no,no,celular,27,oct,2009,418,2,-1,0,desconocido,no
52,gestion,casadx,primario,no,98,si,no,celular,17,abr,2009,402,1,345,2,fallo,no
29,gestion,solterx,secundario,no,3317,no,si,telefono fijo,4,may,2009,640,7,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,-53,no,no,celular,29,ene,2009,617,2,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,1276,no,no,celular,14,ago,2009,156,2,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,0,si,no,celular,6,may,2009,149,1,13,12,exito,no
65,jubiladx,casadx,secundario,no,1176,no,no,celular,6,ago,2009,111,1,184,1,fallo,no
46,desempleadx,divorciadx/viudx,secundario,si,22,no,no,celular,6,feb,2009,8,10,-1,0,desconocido,no
36,servicios,casadx,universitario/terciario,no,702,si,no,celular,13,may,2009,52,4,-1,0,desconocido,no
67,jubiladx,casadx,secundario,no,1443,no,no,celular,8,abr,2009,245,1,-1,0,desconocido,no
35,tecnico,casadx,secundario,no,1368,no,no,celular,27,may,2009,329,1,41,2,otro,no
57,gestion,casadx,secundario,no,123,no,no,celular,2,feb,2009,154,2,-1,0,desconocido,no
29,administrador,casadx,secundario,no,7707,si,no,celular,29,abr,2009,961,2,334,2,fallo,no
43,desempleadx,casadx,secundario,no,3529,no,no,celular,5,feb,2009,169,2,-1,0,desconocido,no
45,servicios,casadx,secundario,no,-33,no,no,celular,28,ene,2009,198,3,-1,0,desconocido,no
31,gestion,casadx,universitario/terciario,no,1384,si,no,celular,30,ene,2009,203,2,2,3,otro,no
35,tecnico,casadx,secundario,no,327,si,no,celular,13,abr,2009,537,3,-1,0,desconocido,no
32,administrador,solterx,secundario,no,471,no,si,celular,2,abr,2009,243,3,-1,0,desconocido,no
40,servicios,casadx,secundario,no,2843,si,no,celular,20,abr,2009,223,1,305,1,exito,no
46,operarix,casadx,primario,no,85,si,no,celular,17,abr,2009,70,1,344,1,fallo,no
40,tecnico,solterx,secundario,no,556,si,no,celular,17,abr,2009,234,1,323,1,fallo,no
54,independiente,casadx,universitario/terciario,no,1510,no,no,telefono fijo,5,jun,2009,800,2,-1,0,desconocido,no
48,gestion,casadx,primario,no,606,no,no,celular,5,mar,2009,77,6,-1,0,desconocido,no
48,servicios,divorciadx/viudx,secundario,no,142,si,no,celular,18,may,2009,11,10,-1,0,desconocido,no
39,gestion,divorciadx/viudx,universitario/terciario,no,267,si,si,celular,16,abr,2009,91,1,-1,0,desconocido,no
41,operarix,divorciadx/viudx,primario,no,548,si,si,celular,4,feb,2009,149,1,250,1,fallo,no
45,servicios,casadx,primario,no,627,si,no,celular,12,may,2009,271,1,-1,0,desconocido,no
31,operarix,divorciadx/viudx,secundario,no,15187,no,no,celular,12,jun,2009,127,2,-1,0,desconocido,no
32,administrador,casadx,universitario/terciario,no,233,si,no,celular,2,abr,2009,77,2,133,4,fallo,no
54,administrador,casadx,desconocido,no,-24,no,no,telefono fijo,28,ene,2009,98,2,-1,0,desconocido,no
46,administrador,solterx,universitario/terciario,no,2889,si,no,celular,5,may,2009,494,1,-1,0,desconocido,no
29,administrador,solterx,secundario,no,1027,si,no,celular,2,feb,2009,177,1,-1,0,desconocido,no
27,operarix,solterx,secundario,no,-116,si,si,celular,17,abr,2009,432,2,343,1,fallo,no
30,operarix,casadx,secundario,no,194,si,no,celular,8,may,2009,475,3,-1,0,desconocido,no
43,administrador,casadx,secundario,no,214,si,no,telefono fijo,17,abr,2009,421,2,324,24,fallo,no
57,administrador,solterx,secundario,no,3551,si,no,celular,12,may,2009,458,1,-1,0,desconocido,no
49,servicios,casadx,secundario,no,4300,si,si,celular,8,may,2009,134,1,256,6,fallo,no
34,desempleadx,casadx,secundario,no,0,si,no,celular,13,may,2009,172,1,-1,0,desconocido,no
42,administrador,divorciadx/viudx,secundario,no,24,si,no,celular,6,may,2009,219,2,-1,0,desconocido,no
44,tecnico,casadx,secundario,no,566,si,si,celular,17,abr,2009,467,1,-1,0,desconocido,no
65,jubiladx,casadx,primario,no,1343,no,no,telefono fijo,2,feb,2009,468,2,-1,0,desconocido,no
33,administrador,casadx,secundario,no,0,no,no,celular,4,nov,2009,86,3,-1,0,desconocido,no
26,estudiante,solterx,universitario/terciario,no,2182,si,no,celular,12,may,2009,42,1,292,1,otro,no
29,servicios,solterx,desconocido,no,196,no,no,celular,30,ene,2009,726,2,-1,0,desconocido,no
57,gestion,casadx,primario,no,6900,no,no,celular,21,abr,2009,159,2,-1,0,desconocido,no
31,operarix,solterx,secundario,no,88,si,no,celular,20,abr,2009,21,5,-1,0,desconocido,no
45,desconocido,casadx,universitario/terciario,no,8564,no,no,celular,25,ago,2009,53,1,-1,0,desconocido,no
35,operarix,casadx,secundario,no,0,si,si,celular,20,abr,2009,123,3,-1,0,desconocido,no
32,tecnico,solterx,universitario/terciario,no,932,si,no,celular,16,abr,2009,944,1,318,1,fallo,no
43,administrador,casadx,primario,no,392,si,si,celular,4,feb,2009,110,1,208,2,fallo,no
60,tecnico,casadx,universitario/terciario,no,6573,si,no,celular,6,nov,2009,126,2,87,2,fallo,no
46,administrador,casadx,primario,no,96,no,no,telefono fijo,4,feb,2009,151,2,-1,0,desconocido,no
34,administrador,casadx,secundario,no,-44,si,si,celular,17,abr,2009,759,2,-1,0,desconocido,no
33,gestion,casadx,universitario/terciario,no,2044,si,no,celular,15,may,2009,102,3,177,1,fallo,no
39,operarix,casadx,primario,no,118,no,no,celular,3,feb,2009,906,1,-1,0,desconocido,no
35,operarix,casadx,primario,no,443,si,no,celular,17,abr,2009,185,2,316,3,otro,no
41,gestion,divorciadx/viudx,universitario/terciario,no,1757,no,no,celular,22,abr,2009,314,1,239,13,fallo,no
29,gestion,casadx,universitario/terciario,no,1441,si,no,celular,4,feb,2009,80,2,-1,0,desconocido,no
51,servicios,casadx,secundario,no,421,si,no,celular,15,abr,2009,139,2,-1,0,desconocido,no
40,gestion,casadx,universitario/terciario,no,198,si,no,celular,18,may,2009,214,5,364,8,fallo,no
56,gestion,casadx,universitario/terciario,no,1407,no,no,celular,1,jun,2009,388,1,-1,0,desconocido,no
67,jubiladx,casadx,primario,no,942,no,no,celular,6,nov,2009,455,2,84,2,otro,no
37,administrador,solterx,universitario/terciario,no,1000,si,no,celular,17,mar,2009,195,1,-1,0,desconocido,no
28,gestion,solterx,universitario/terciario,no,730,si,no,celular,26,ago,2009,78,6,85,5,otro,no
61,jubiladx,casadx,secundario,no,13164,no,no,celular,1,jul,2009,92,1,-1,0,desconocido,no
46,gestion,solterx,universitario/terciario,no,6651,no,no,celular,22,may,2009,114,1,60,1,fallo,no
36,gestion,solterx,universitario/terciario,no,243,si,no,celular,7,may,2009,160,2,360,3,fallo,no
46,operarix,casadx,secundario,no,312,si,no,celular,14,may,2009,20,2,-1,0,desconocido,no
40,servicios,solterx,secundario,no,573,si,no,celular,14,may,2009,329,1,-1,0,desconocido,no
41,operarix,casadx,primario,no,449,si,no,celular,20,abr,2009,10,6,-1,0,desconocido,no
50,administrador,casadx,secundario,no,10250,si,no,celular,7,dic,2009,254,3,385,2,otro,no
34,administrador,casadx,secundario,no,4902,si,no,celular,6,may,2009,59,1,167,1,fallo,no
31,administrador,solterx,secundario,no,779,si,si,celular,3,abr,2009,219,2,-1,0,desconocido,no
32,operarix,casadx,secundario,no,150,no,no,celular,5,feb,2009,210,1,-1,0,desconocido,no
47,gestion,casadx,universitario/terciario,no,1147,no,no,celular,27,feb,2009,204,1,-1,0,desconocido,no
60,servicios,casadx,secundario,no,292,no,si,celular,2,feb,2009,260,5,195,4,fallo,no
30,servicios,solterx,secundario,no,566,no,no,celular,5,feb,2009,110,1,-1,0,desconocido,no
47,administrador,casadx,secundario,no,1934,no,si,celular,14,may,2009,225,1,364,1,fallo,no
26,empresarix,casadx,universitario/terciario,no,37,si,si,celular,6,may,2009,207,1,363,2,fallo,no
39,operarix,casadx,secundario,no,62,si,no,celular,7,may,2009,877,3,-1,0,desconocido,no
23,estudiante,solterx,secundario,no,556,si,no,celular,15,may,2009,170,2,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,139,si,no,celular,20,abr,2009,79,1,-1,0,desconocido,no
41,servicios,divorciadx/viudx,secundario,no,654,si,no,celular,13,may,2009,139,2,-1,0,desconocido,no
43,empresarix,casadx,secundario,no,0,si,no,telefono fijo,6,may,2009,167,3,-1,0,desconocido,no
34,servicios,solterx,secundario,no,4062,si,si,celular,15,may,2009,29,1,-1,0,desconocido,no
36,desempleadx,solterx,universitario/terciario,no,953,si,no,celular,22,may,2009,169,1,94,2,otro,no
66,jubiladx,solterx,universitario/terciario,no,0,no,no,celular,12,oct,2009,79,2,-1,0,desconocido,no
41,operarix,casadx,primario,no,-692,si,no,celular,16,abr,2009,370,3,282,2,fallo,no
56,operarix,casadx,primario,no,115,no,no,telefono fijo,4,feb,2009,111,1,-1,0,desconocido,no
43,operarix,casadx,secundario,no,1025,si,no,celular,2,jun,2009,106,1,-1,0,desconocido,no
50,gestion,casadx,universitario/terciario,no,85,no,si,celular,1,jun,2009,141,1,-1,0,desconocido,no
27,estudiante,solterx,secundario,no,538,no,no,celular,4,jun,2009,124,2,-1,0,desconocido,no
29,administrador,solterx,secundario,no,731,no,no,celular,14,abr,2009,107,3,-1,0,desconocido,no
50,servicios,casadx,secundario,no,545,no,no,celular,2,feb,2009,72,1,-1,0,desconocido,no
30,tecnico,solterx,universitario/terciario,no,985,si,no,celular,19,feb,2009,88,2,-1,0,desconocido,no
25,operarix,solterx,universitario/terciario,no,1395,si,no,celular,15,may,2009,268,1,-1,0,desconocido,no
42,tecnico,casadx,universitario/terciario,no,757,no,no,celular,30,abr,2009,354,1,79,1,exito,no
47,tecnico,casadx,secundario,no,644,no,no,telefono fijo,28,ene,2009,54,3,160,13,fallo,no
32,empresarix,casadx,secundario,no,390,no,no,celular,30,nov,2009,152,1,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,865,si,no,celular,3,jun,2009,101,1,-1,0,desconocido,no
41,operarix,casadx,secundario,no,356,si,no,celular,14,may,2009,90,5,-1,0,desconocido,no
45,operarix,casadx,primario,no,1558,si,no,celular,6,may,2009,179,1,-1,0,desconocido,no
49,operarix,solterx,primario,no,2146,si,no,celular,7,may,2009,1516,2,353,2,otro,no
68,jubiladx,casadx,secundario,no,1316,no,no,telefono fijo,4,mar,2009,92,5,-1,0,desconocido,no
47,trabajadora casas particulares,divorciadx/viudx,secundario,no,1565,no,no,celular,5,feb,2009,253,1,-1,0,desconocido,no
36,tecnico,solterx,universitario/terciario,no,962,si,no,celular,8,may,2009,568,1,-1,0,desconocido,no
33,operarix,solterx,secundario,no,15341,no,no,celular,20,abr,2009,335,1,334,3,fallo,no
29,gestion,solterx,universitario/terciario,no,1026,no,no,celular,12,nov,2009,226,1,92,1,otro,no
36,operarix,casadx,primario,no,49,si,no,celular,15,may,2009,232,2,365,5,otro,no
37,desempleadx,divorciadx/viudx,secundario,no,57,si,no,celular,28,ene,2009,99,1,-1,0,desconocido,no
74,jubiladx,casadx,primario,no,0,no,no,telefono fijo,13,nov,2009,332,2,92,2,exito,no
47,independiente,casadx,universitario/terciario,no,2303,si,no,celular,6,may,2009,323,2,364,1,fallo,no
40,operarix,solterx,primario,no,-21,no,no,celular,18,may,2009,68,2,368,3,fallo,no
27,operarix,casadx,secundario,no,4333,no,no,celular,20,abr,2009,163,1,-1,0,desconocido,no
29,operarix,divorciadx/viudx,desconocido,no,101,si,no,celular,18,may,2009,295,2,355,4,fallo,no
50,gestion,solterx,desconocido,no,1277,no,no,celular,4,may,2009,63,1,-1,0,desconocido,no
35,operarix,casadx,secundario,no,563,no,si,celular,4,jun,2009,147,1,119,3,fallo,no
24,operarix,solterx,secundario,no,525,si,no,celular,16,abr,2009,253,1,332,1,fallo,no
58,gestion,casadx,universitario/terciario,no,1227,no,no,celular,8,sep,2009,400,2,95,1,exito,no
36,operarix,casadx,secundario,no,777,si,no,celular,6,may,2009,185,3,-1,0,desconocido,no
31,servicios,casadx,secundario,no,407,si,no,celular,15,abr,2009,80,3,-1,0,desconocido,no
29,servicios,casadx,secundario,no,1135,si,no,celular,17,feb,2009,323,1,-1,0,desconocido,no
46,operarix,casadx,secundario,no,130,si,no,celular,14,may,2009,106,1,349,1,fallo,no
67,jubiladx,casadx,secundario,no,1146,no,no,celular,13,ago,2009,187,2,-1,0,desconocido,no
82,jubiladx,casadx,desconocido,no,211,no,no,telefono fijo,22,abr,2009,195,3,-1,0,desconocido,no
74,jubiladx,casadx,secundario,no,3771,no,no,telefono fijo,16,abr,2009,159,1,-1,0,desconocido,no
56,tecnico,casadx,secundario,no,2313,si,no,celular,8,may,2009,293,3,364,2,fallo,no
32,estudiante,casadx,secundario,no,1694,si,no,celular,28,ene,2009,929,1,-1,0,desconocido,no
44,gestion,divorciadx/viudx,universitario/terciario,no,36,no,no,celular,26,oct,2009,127,2,153,3,fallo,no
31,trabajadora casas particulares,divorciadx/viudx,primario,no,168,si,no,celular,15,may,2009,266,3,-1,0,desconocido,no
26,gestion,solterx,universitario/terciario,no,200,no,no,celular,1,sep,2009,91,2,-1,0,desconocido,no
60,jubiladx,casadx,secundario,no,89,no,no,celular,30,abr,2009,156,2,-1,0,desconocido,no
31,desempleadx,solterx,universitario/terciario,no,140,si,no,telefono fijo,7,may,2009,11,2,-1,0,desconocido,no
64,jubiladx,casadx,desconocido,no,34,no,no,celular,26,ago,2009,244,2,-1,0,desconocido,no
28,gestion,solterx,universitario/terciario,no,223,si,no,telefono fijo,27,ago,2009,157,2,119,1,otro,no
34,gestion,solterx,universitario/terciario,no,5945,si,no,celular,8,may,2009,285,1,170,1,fallo,no
51,gestion,solterx,universitario/terciario,no,297,si,no,celular,15,may,2009,415,4,375,1,fallo,no
28,gestion,solterx,universitario/terciario,no,1027,si,no,celular,14,may,2009,433,1,-1,0,desconocido,no
30,desempleadx,solterx,universitario/terciario,no,306,no,no,celular,6,feb,2009,90,6,256,14,fallo,no
30,estudiante,solterx,universitario/terciario,no,300,no,no,celular,6,feb,2009,38,1,-1,0,desconocido,no
39,operarix,casadx,secundario,no,20,si,no,celular,9,feb,2009,686,5,279,1,fallo,no
35,operarix,divorciadx/viudx,primario,no,4401,si,no,celular,6,may,2009,316,2,279,4,fallo,no
46,operarix,casadx,primario,no,588,si,no,celular,20,abr,2009,249,3,237,4,fallo,no
42,tecnico,solterx,secundario,no,-1,no,no,celular,29,ene,2009,259,1,-1,0,desconocido,no
35,gestion,solterx,desconocido,no,121,si,no,celular,5,may,2009,245,5,-1,0,desconocido,no
43,tecnico,casadx,secundario,no,0,no,si,celular,8,may,2009,9,2,172,5,fallo,no
27,independiente,divorciadx/viudx,secundario,no,165,si,no,celular,6,feb,2009,1160,2,192,4,fallo,no
49,jubiladx,casadx,secundario,no,993,si,si,celular,8,may,2009,199,1,301,2,otro,no
32,desempleadx,solterx,universitario/terciario,no,5874,no,no,celular,3,feb,2009,298,1,-1,0,desconocido,no
36,tecnico,casadx,universitario/terciario,no,1473,si,si,celular,11,may,2009,206,2,-1,0,desconocido,no
27,estudiante,solterx,desconocido,no,2183,no,no,celular,5,feb,2009,219,3,-1,0,desconocido,no
82,jubiladx,divorciadx/viudx,universitario/terciario,no,0,no,no,telefono fijo,12,nov,2009,226,1,-1,0,desconocido,no
50,gestion,casadx,universitario/terciario,no,469,no,no,celular,16,abr,2009,161,1,-1,0,desconocido,no
69,gestion,casadx,secundario,no,4,no,no,celular,23,oct,2009,114,4,-1,0,desconocido,no
27,estudiante,solterx,universitario/terciario,no,4869,si,no,celular,15,may,2009,258,2,343,4,otro,no
28,servicios,solterx,secundario,no,113,si,si,celular,15,may,2009,270,1,-1,0,desconocido,no
55,tecnico,casadx,secundario,no,0,si,si,celular,2,mar,2009,116,1,-1,0,desconocido,no
61,gestion,casadx,universitario/terciario,no,997,no,no,celular,22,jun,2009,269,1,104,1,exito,no
20,estudiante,solterx,secundario,no,215,no,no,celular,21,ago,2009,228,4,183,1,otro,no
31,servicios,casadx,secundario,no,2423,si,si,celular,11,may,2009,88,3,362,1,otro,no
36,gestion,solterx,universitario/terciario,no,3850,si,no,celular,4,may,2009,8,4,-1,0,desconocido,no
32,operarix,solterx,secundario,no,551,si,no,celular,14,ago,2009,99,3,-1,0,desconocido,no
23,operarix,solterx,secundario,no,4211,si,no,celular,18,may,2009,434,1,-1,0,desconocido,no
24,servicios,solterx,desconocido,no,2022,no,no,celular,23,abr,2009,159,4,-1,0,desconocido,no
35,operarix,casadx,secundario,no,731,si,no,celular,20,abr,2009,179,2,-1,0,desconocido,no
38,trabajadora casas particulares,casadx,primario,no,196,no,no,celular,30,abr,2009,574,1,-1,0,desconocido,no
32,administrador,solterx,secundario,no,678,si,no,celular,4,feb,2009,1579,1,246,4,fallo,no
43,desempleadx,divorciadx/viudx,primario,no,-70,si,no,celular,12,may,2009,124,2,-1,0,desconocido,no
31,operarix,solterx,secundario,no,573,si,no,telefono fijo,5,feb,2009,58,1,269,2,fallo,no
45,trabajadora casas particulares,casadx,primario,no,1526,si,no,telefono fijo,28,ene,2009,109,1,-1,0,desconocido,no
20,estudiante,solterx,secundario,no,215,no,no,celular,24,nov,2009,325,1,95,5,exito,no
31,gestion,casadx,universitario/terciario,no,0,si,no,celular,4,may,2009,108,2,167,1,fallo,no
34,gestion,solterx,universitario/terciario,no,76,si,no,celular,13,may,2009,747,2,371,3,fallo,no
47,trabajadora casas particulares,solterx,secundario,no,17023,no,no,celular,26,may,2009,379,2,97,4,otro,no
33,estudiante,solterx,desconocido,no,1170,no,no,celular,30,abr,2009,352,1,-1,0,desconocido,no
55,desempleadx,casadx,secundario,no,3982,no,no,celular,30,ene,2009,89,1,-1,0,desconocido,no
39,operarix,casadx,primario,no,2288,si,no,celular,15,may,2009,265,1,-1,0,desconocido,no
36,gestion,divorciadx/viudx,universitario/terciario,no,102,si,no,celular,14,abr,2009,114,1,-1,0,desconocido,no
34,tecnico,solterx,secundario,no,2729,si,no,celular,6,abr,2009,945,1,139,1,exito,no
27,desempleadx,solterx,secundario,no,259,si,no,celular,18,may,2009,12,2,-1,0,desconocido,no
83,jubiladx,casadx,universitario/terciario,no,6236,no,no,celular,2,feb,2009,283,2,-1,0,desconocido,no
40,operarix,casadx,desconocido,no,87,si,no,celular,13,may,2009,477,3,-1,0,desconocido,no
50,trabajadora casas particulares,solterx,primario,no,1158,si,no,celular,3,feb,2009,116,3,265,3,fallo,no
23,operarix,solterx,primario,no,3198,si,no,celular,15,may,2009,224,1,352,2,fallo,no
46,tecnico,casadx,secundario,no,317,si,si,celular,2,feb,2009,24,7,250,1,fallo,no
32,administrador,casadx,secundario,no,552,si,no,celular,6,may,2009,98,2,-1,0,desconocido,no
48,servicios,casadx,primario,no,1496,si,no,telefono fijo,29,ene,2009,284,2,258,2,fallo,no
32,operarix,solterx,secundario,no,541,si,no,celular,8,may,2009,202,2,-1,0,desconocido,no
34,gestion,solterx,universitario/terciario,no,556,si,no,celular,20,abr,2009,143,2,-1,0,desconocido,no
39,operarix,casadx,primario,no,2366,si,no,celular,16,abr,2009,1007,3,325,4,fallo,no
31,gestion,solterx,universitario/terciario,no,112,si,no,celular,2,feb,2009,159,2,271,1,fallo,no
36,desempleadx,solterx,universitario/terciario,no,1291,no,no,celular,30,abr,2009,195,1,86,1,exito,no
66,administrador,divorciadx/viudx,secundario,no,220,no,no,celular,28,ago,2009,283,1,-1,0,desconocido,no
29,administrador,casadx,secundario,no,0,si,si,celular,4,feb,2009,376,2,229,3,otro,no
40,servicios,casadx,secundario,no,695,si,no,celular,11,may,2009,270,1,348,10,fallo,no
31,operarix,casadx,secundario,no,1716,si,no,celular,13,abr,2009,542,2,340,2,otro,no
30,estudiante,solterx,universitario/terciario,no,7529,no,no,celular,19,oct,2009,328,1,-1,0,desconocido,no
39,administrador,casadx,secundario,no,140,no,no,celular,4,may,2009,40,5,-1,0,desconocido,no
33,gestion,casadx,universitario/terciario,no,594,si,si,celular,9,feb,2009,21,5,-1,0,desconocido,no
25,gestion,solterx,universitario/terciario,no,219,no,no,celular,4,ago,2009,576,1,96,1,exito,no
59,tecnico,casadx,secundario,no,0,si,no,celular,14,abr,2009,145,1,-1,0,desconocido,no
37,administrador,casadx,secundario,no,68,si,si,celular,13,may,2009,151,2,351,1,fallo,no
41,operarix,divorciadx/viudx,primario,no,320,si,no,celular,2,feb,2009,844,2,252,1,fallo,no
40,operarix,solterx,secundario,no,82,si,no,celular,13,may,2009,135,6,370,5,fallo,no
22,estudiante,solterx,secundario,no,948,no,no,telefono fijo,18,ago,2009,215,1,197,2,fallo,no
47,empresarix,divorciadx/viudx,secundario,no,392,si,si,celular,16,abr,2009,279,3,148,1,fallo,no
33,administrador,casadx,secundario,no,1737,no,no,celular,14,ago,2009,228,2,106,2,fallo,no
29,tecnico,solterx,secundario,no,28,no,no,celular,9,feb,2009,96,2,-1,0,desconocido,no
22,administrador,solterx,universitario/terciario,no,377,no,no,celular,5,jun,2009,155,1,-1,0,desconocido,no
29,trabajadora casas particulares,casadx,universitario/terciario,no,96,si,no,celular,18,may,2009,226,1,-1,0,desconocido,no
28,gestion,solterx,universitario/terciario,no,957,no,no,celular,25,may,2009,915,2,-1,0,desconocido,no
43,operarix,solterx,secundario,no,276,si,no,celular,14,may,2009,33,6,-1,0,desconocido,no
39,servicios,casadx,secundario,no,1099,no,no,celular,29,ene,2009,211,2,245,6,fallo,no
38,operarix,solterx,primario,no,378,si,no,celular,18,may,2009,169,1,-1,0,desconocido,no
44,desempleadx,divorciadx/viudx,secundario,no,2108,si,no,celular,13,may,2009,152,2,369,1,otro,no
30,administrador,solterx,secundario,no,270,no,no,celular,30,abr,2009,437,1,80,1,exito,no
45,administrador,casadx,universitario/terciario,no,2552,no,no,celular,1,jun,2009,69,1,293,7,fallo,no
26,servicios,solterx,secundario,no,1095,no,no,celular,28,ene,2009,410,2,-1,0,desconocido,no
37,administrador,solterx,secundario,no,-296,si,no,celular,20,abr,2009,81,1,-1,0,desconocido,no
37,desempleadx,casadx,secundario,no,4769,no,no,celular,29,ene,2009,124,1,-1,0,desconocido,no
26,administrador,solterx,secundario,no,2509,no,no,celular,19,feb,2009,654,3,-1,0,desconocido,no
27,gestion,solterx,universitario/terciario,no,2802,si,no,celular,18,may,2009,84,1,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,2983,si,no,celular,12,oct,2009,268,1,102,1,fallo,no
49,administrador,casadx,secundario,no,880,si,si,celular,18,may,2009,22,3,-1,0,desconocido,no
54,operarix,casadx,secundario,no,688,si,no,celular,4,feb,2009,379,2,-1,0,desconocido,no
28,estudiante,solterx,secundario,no,1925,no,no,celular,20,ago,2009,147,1,90,1,fallo,no
57,operarix,casadx,secundario,no,621,si,no,celular,17,abr,2009,778,3,-1,0,desconocido,no
59,tecnico,casadx,secundario,no,116,no,no,celular,12,ago,2009,398,4,422,3,fallo,no
26,gestion,solterx,universitario/terciario,no,948,si,no,celular,17,ago,2009,125,1,-1,0,desconocido,no
30,servicios,casadx,secundario,no,134,si,no,celular,17,abr,2009,834,1,-1,0,desconocido,no
30,tecnico,solterx,secundario,no,1282,no,no,celular,6,feb,2009,156,2,-1,0,desconocido,no
35,operarix,casadx,secundario,no,-184,si,no,telefono fijo,12,may,2009,155,2,-1,0,desconocido,no
28,estudiante,solterx,desconocido,no,78,no,no,celular,28,ene,2009,554,2,-1,0,desconocido,no
53,administrador,casadx,secundario,no,109,no,no,telefono fijo,30,sep,2009,431,1,120,1,exito,no
34,operarix,casadx,primario,no,1873,si,no,celular,2,feb,2009,192,1,-1,0,desconocido,no
35,empresarix,casadx,secundario,no,2971,no,no,celular,7,ago,2009,158,2,95,6,exito,no
54,jubiladx,casadx,secundario,no,1004,si,no,celular,1,abr,2009,479,1,307,1,fallo,no
