id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34832571,Comfortable Mario Bravo flat,42389137,Sebastián,Almagro,-34.60352,-58.4178,Entire home/apt,1674,3,4,24-08-2019,0.67,1,168
34833271,2 ambientes en Fitz Roy y Cabrera,7786587,Maximiliano,Chacarita,-34.58856,-58.44111,Entire home/apt,4185,6,0,,,105,89
34835520,BEAUTIFUL STUDIO IN PALERMO TO REST ENJOY YOURSELF,176402847,Maximiliano Y Ailen,Palermo,-34.59511,-58.42312,Entire home/apt,1136,2,3,01-07-2019,0.54,1,351
34837722,Room in Recoleta -  ONLY WOMEN,10823119,Paula,Recoleta,-34.59772,-58.39085,Private room,1196,3,0,,,3,264
34838039,departamento con amplia vista al rio.,161048992,Regina,Nuñez,-34.54291,-58.46247,Entire home/apt,1674,6,1,05-06-2019,0.17,1,272
34838148,Beautiful Room in Recoleta - ONLY WOMEN,10823119,Paula,Recoleta,-34.5983,-58.39135,Private room,1076,3,0,,,3,264
34840399,Departamento en corazón de Caballito,261426170,Luz,Caballito,-34.6156,-58.43161,Entire home/apt,1196,1,0,,,1,0
34841564,Comfy Ground Floor Studio  ★ Recoleta ★,178808606,Gabriel,Recoleta,-34.59593,-58.40769,Entire home/apt,1794,2,32,21-11-2019,6.36,2,63
34841661,HERMOSO DEPARTAMENTO A LA CALLE EN PALERMO!  105Mt,102372310,Albert,Palermo,-34.57714,-58.41276,Entire home/apt,5979,1,14,18-11-2019,6.46,1,64
34841749,Nunu's home,4233252,Nuria,Palermo,-34.57649,-58.42842,Entire home/apt,3109,10,0,,,1,88
34842543,Cuarto privado en Barrio Norte en el piso 12,89916422,Margie,Balvanera,-34.60018,-58.40383,Private room,897,1,0,,,1,340
34844542,Comparto depto,262696228,Augusto,Nuñez,-34.53853,-58.46703,Private room,478,30,0,,,1,180
34852905,Ganesha,262751559,Maria Beatriz,Villa Del Parque,-34.61103,-58.49216,Entire home/apt,1794,1,11,14-10-2019,1.85,1,364
34854302,"Lovely new Studio in Palermo  with pool ,Suitch519",241211901,Wanderlust,Almagro,-34.60438,-58.4201,Entire home/apt,2212,2,8,20-10-2019,1.31,17,250
34854960,"Palermo Soho ""Plaza Italia"" Metro / Subway Line D",63000370,Mauri,Palermo,-34.58337,-58.42178,Entire home/apt,1913,5,0,,,1,365
34855639,"Lovely Studio in Palermo with pool, Suitch 510",241211901,Wanderlust,Palermo,-34.59721,-58.42097,Entire home/apt,2392,2,15,23-11-2019,2.43,17,230
34856559,Cozy Palermo Full Apartment,11882304,Robert,Palermo,-34.57881,-58.43316,Entire home/apt,1196,4,18,19-11-2019,3.14,1,169
34857203,"Lovely Studio in Palermo with pool, Suitch 615",241211901,Wanderlust,Palermo,-34.59723,-58.42109,Entire home/apt,2392,2,15,21-11-2019,2.46,17,241
34857931,"Cool and lofty apartment in Belgrano,Las Cañitas!",262787812,Jorge,Palermo,-34.57241,-58.43277,Entire home/apt,2990,3,2,04-11-2019,0.34,1,130
34857938,"Lovely Studio in Palermo with pool, Suitch 415",241211901,Wanderlust,Palermo,-34.59712,-58.42062,Entire home/apt,2392,3,6,11-11-2019,0.98,17,241
34858475,Un apartamento único en palermo Luz&Sol -20%OFERTA,262790737,Thames,Palermo,-34.58927,-58.43343,Entire home/apt,1794,1,12,30-10-2019,1.94,1,114
34859238,Beautifully Bright & Airy Palermo Flat,5561923,Alexandra,Palermo,-34.58297,-58.43486,Entire home/apt,5979,3,1,03-07-2019,0.21,1,23
34859735,DEPARTAMENTO habitacion compartida,75090258,Ma Dolores,Villa Crespo,-34.59484,-58.44465,Shared room,478,2,0,,,1,365
34862014,"BRIGHT APARTMENT,  BUENOS AIRES, at SAN MARTIN Sq",262807048,Alberto,Retiro,-34.59722,-58.37305,Entire home/apt,2990,2,1,21-07-2019,0.23,1,349
34862041,"Excelente ubicación. Espacioso, cómodo y luminoso",84554681,Mailén,Monserrat,-34.61683,-58.38516,Entire home/apt,2093,2,18,11-11-2019,3.29,2,294
34862580,"New, quiet and lovely apt. in Belgrano",174588791,Azul,Belgrano,-34.56286,-58.44536,Entire home/apt,2392,4,2,15-08-2019,0.32,1,362
34862874,Luminous room in beautiful Palermo Soho house,6229473,Maria,Palermo,-34.58814,-58.43559,Private room,1136,1,0,,,11,53
34863871,Room with private balcony in Palermo Soho house,6229473,Maria,Palermo,-34.58838,-58.4354,Private room,1196,1,0,,,11,53
34864643,Great room in beautiful Palermo house,6229473,Maria,Palermo,-34.58833,-58.43669,Private room,1196,1,0,,,11,53
34864671,Estudio alegre y luminoso en una zona genial,6094801,Patricia,Palermo,-34.56474,-58.43953,Entire home/apt,1555,3,1,24-09-2019,0.48,1,53
34864725,"Departamento tipo casa, 3 amb. en Palermo Soho.",262842949,María Gabriela,Palermo,-34.58743,-58.43173,Entire home/apt,5979,2,5,01-09-2019,1.07,1,166
34864753,CENTER APPARTMENT FULL EQUIPPED,104161955,Tomas,Balvanera,-34.61794,-58.39763,Entire home/apt,1435,3,0,,,1,0
34864972,Apartamento súper luminoso en Centro/Congreso,105500713,Teng Yu ( Diego ),Balvanera,-34.60896,-58.39635,Entire home/apt,1794,2,8,08-11-2019,1.7,3,28
34865789,ALOJAMIENTO EN CASA  DE ARTISTA,57246735,Nora,Boca,-34.63128,-58.36193,Private room,897,7,0,,,2,83
34865900,"Double Bedroom Sunny Apartment, Belgrano ♥",260880692,Cazadores,Belgrano,-34.55607,-58.44198,Private room,1315,3,0,,,2,3
34866487,Charming Bedroom in a beautiful house,99534884,Pedro,Palermo,-34.58957,-58.42733,Private room,777,2,0,,,4,347
34866728,Apartamento refaccionado. Inmejorable ubicacion!!,107578537,Fabricio,Balvanera,-34.60101,-58.39794,Entire home/apt,1315,3,4,08-07-2019,0.76,2,25
34866759,Hermoso departamento PH en Palermo Hollywood,262861413,Violeta,Chacarita,-34.5853,-58.44408,Entire home/apt,2990,2,11,19-08-2019,1.81,1,328
34867120,Private room- Recoleta- with balcony!,55182369,Teresa,Recoleta,-34.59317,-58.40373,Private room,598,2,7,22-07-2019,1.29,1,0
34867244,Located in Recoleta.,262866896,Cesar,Retiro,-34.59384,-58.3846,Entire home/apt,2750,2,4,01-09-2019,0.86,2,344
34867833,Cozy flat in Art Deco building. Ideal location!,2994762,Laura,Retiro,-34.59693,-58.37693,Entire home/apt,1854,3,2,19-09-2019,0.56,2,337
34867895,Alquilo Departamento en Buenos Aires,262872822,Jose Luis,Agronomia,-34.59002,-58.49445,Entire home/apt,1973,1,4,19-11-2019,2.11,1,172
34868121,Hermoso departamento en la zona de Congreso,51699880,Lorena,Balvanera,-34.60956,-58.41201,Entire home/apt,1196,2,0,,,4,50
34868653,"Triplex: pileta, parrilla propia y seguridad 24hs",2354264,Heloisa,Nuñez,-34.55247,-58.46258,Entire home/apt,4185,4,25,17-11-2019,4.44,1,114
34868720,HABITACION PRIVADA en PH con Terraza y parrilla,104548398,Olivia,Palermo,-34.57377,-58.44158,Private room,718,2,0,,,1,73
34868789,Titelle Casa Miró,165905776,David,Caballito,-34.62816,-58.4475,Entire home/apt,1016,2,2,18-11-2019,1.67,1,98
34869189,Departamento tipo casa con patio en Colegiales,21475024,Esmeralda,Colegiales,-34.57168,-58.44624,Entire home/apt,1794,4,4,27-10-2019,1.06,1,342
34869239,2 BR SUNNY PENTHOUSE IN PALERMO BOTANICO,156670964,Monica,Palermo,-34.58372,-58.41409,Entire home/apt,3468,3,4,27-10-2019,1.38,4,327
34869494,Three Delightful Studios in Palermo Hollywood,4405670,Andy,Palermo,-34.57879,-58.43709,Entire home/apt,7773,3,7,01-11-2019,1.42,4,137
34870818,Superb Apartment in best Palermo With View,1875949,Diego,Recoleta,-34.58548,-58.40662,Entire home/apt,3887,3,10,17-11-2019,1.66,55,320
34872665,"Recycled Studio baño, cocina y lavadero completo",193531266,Ana Cecilia,Recoleta,-34.58966,-58.39632,Entire home/apt,1196,3,5,23-10-2019,1.15,2,152
34879505,Departamento de 2 amb Puerto Madero,84448733,MarianAngelica,Puerto Madero,-34.60927,-58.36344,Entire home/apt,2332,5,0,,,2,6
34880354,Luxurious Flat: Free 5* Spa/Heated Pool/Saunas/Gym,45364029,Adrián,Palermo,-34.5786,-58.43879,Entire home/apt,6278,2,3,20-08-2019,0.49,2,75
34883193,New and functional apartment in Palermo. Amenities,50930196,Juan Francisco,Colegiales,-34.58247,-58.44472,Entire home/apt,1256,2,1,25-05-2019,0.16,1,0
34884683,Visit Restaurants Near a Modern Flat in Palermo Hollywood,9868737,Camila,Palermo,-34.5873,-58.4376,Entire home/apt,2691,1,13,07-10-2019,2.13,2,259
34885154,"Bright and nice apartment in Palermo Nuevo, 4 pax",230331054,Cecilia,Palermo,-34.57603,-58.42472,Entire home/apt,2691,4,5,15-11-2019,1.08,5,315
34885192,"Country Style - Warm, Bright & Comfortable dept.",242301597,Federico,Recoleta,-34.59155,-58.40175,Entire home/apt,2691,2,14,18-11-2019,4.2,2,67
34885322,"Habitación privada en Velez Sarfield, CABA",258041533,Mariano,Velez Sarsfield,-34.63752,-58.4899,Private room,538,2,0,,,1,179
34887719,Edificio Torre en Palermo Nuevo con amenities.,230331054,Cecilia,Palermo,-34.57569,-58.42481,Entire home/apt,2392,4,1,22-10-2019,0.86,5,3
34889522,"PREMIUM DUPLEX.Brand new and cozy, full amenities",49282058,Loli,Palermo,-34.57876,-58.42294,Entire home/apt,2930,1,35,27-10-2019,6.1,1,101
34890222,PLAZA ARMENIA La mejor ubicacion en  PALERMO SOHO.,3044972,Buenos Aires Apartments,Palermo,-34.58678,-58.424,Entire home/apt,4783,2,1,24-09-2019,0.48,7,310
34890667,2 ambientes en Juncal y Godoy Cruz,7786587,Maximiliano,Palermo,-34.57644,-58.42478,Entire home/apt,3887,4,0,,,105,38
34891543,Loft de 3 ambientes en Mexico y Defensa,226049318,Maxim,Monserrat,-34.61514,-58.37071,Entire home/apt,1973,28,0,,,94,0
34892882,4 ambientes en Arce y Chenaut,226049318,Maxim,Palermo,-34.57062,-58.4316,Entire home/apt,5979,6,0,,,94,88
34893297,Alojamiento entero palermo soho,229109937,Nelly Aurora,Palermo,-34.58015,-58.42397,Entire home/apt,134832,1,0,,,5,365
34894143,2 ambientes en Bulnes y Honduras,226049318,Maxim,Palermo,-34.59343,-58.41584,Entire home/apt,3887,6,0,,,94,69
34894146,2 ambientes en Bulnes y Honduras,7786587,Maximiliano,Palermo,-34.59499,-58.41621,Entire home/apt,3887,6,0,,,105,69
34894928,CONFORTABLE Y LUMINOSO APARTAMENTO EN CHACARITA,263008724,Maria Victoria,Chacarita,-34.58152,-58.45262,Entire home/apt,957,1,2,29-06-2019,0.35,1,359
34895092,Departamento Bárbara Av Pueyrredon 1752 1 B,247397455,Barbara,Recoleta,-34.59127,-58.40047,Entire home/apt,1555,2,6,11-11-2019,1.8,1,59
34895748,Luminoso departamento en el corazón  de B.A.,231246210,Andrea,Villa Crespo,-34.60524,-58.45259,Entire home/apt,1435,1,4,04-11-2019,1.5,1,128
34896324,Corazon de SAN TELMO y pasos de PUERTO MADERO. 4p,3044972,Buenos Aires Apartments,San Telmo,-34.61964,-58.36809,Entire home/apt,2093,2,3,21-10-2019,0.7,7,365
34896711,Amazing Studio in the heart of Palermo Hollywood,263017755,Clara,Palermo,-34.57845,-58.43443,Entire home/apt,1794,2,28,16-11-2019,4.69,1,224
34896855,Tu casa en PALERMO SOHO calido y comodo 5 pax/2 DB,3044972,Buenos Aires Apartments,Palermo,-34.58516,-58.42576,Entire home/apt,4185,2,3,19-09-2019,0.58,7,346
34897613,PALERMOHollywood#PISCINA#TERRAZA#PARRILLA#BAIRESok,99430075,Viviana,Palermo,-34.57588,-58.4401,Entire home/apt,1794,4,0,,,5,365
34898331,Nice studio in Recoleta,20649041,María,Recoleta,-34.58629,-58.40143,Entire home/apt,1794,2,1,15-07-2019,0.22,2,346
34898424,Amplio y cómodo PH en zona Palermo,232155525,Matias,Palermo,-34.57361,-58.43765,Entire home/apt,1196,3,0,,,1,207
34898445,Excelente departamento monoambiente amoblado,229736483,Mabel,Recoleta,-34.59648,-58.40365,Entire home/apt,897,7,0,,,1,354
34898523,New and cozy apartment on 8 floor 2 Rooms Apt.,27218084,Sebas,Palermo,-34.57813,-58.43412,Entire home/apt,2451,2,1,06-07-2019,0.21,3,66
34898724,Monoambiente-Capital Federal- EEUU 1211-Argentina,36968990,Heraldo,Constitucion,-34.61875,-58.3829,Entire home/apt,1076,5,9,23-11-2019,1.96,1,20
34898975,"TERRACE IN RECOLETA , 3 BEDROOM APARTMENT UP  8PAX",220257369,Graciela,Recoleta,-34.58832,-58.38916,Entire home/apt,13752,3,0,,,3,168
34899169,Monoambiente equipado y amplio,262463554,Male,Villa Ortuzar,-34.58414,-58.46914,Entire home/apt,1375,1,11,29-09-2019,1.77,1,268
34899344,Mi Buenos Aires Querido,236964828,Susana,Villa Crespo,-34.59791,-58.43854,Entire home/apt,1196,2,0,,,1,29
34900252,Hermosa habitación con baño privado en Palermo,191960041,Alejandra,Palermo,-34.59365,-58.42678,Private room,1196,1,0,,,1,81
34900574,Comfortable double private room near San Telmo,196480453,Ie Corporativo,Monserrat,-34.61423,-58.38095,Private room,837,5,0,,,4,0
34902519,Beautiful apartment with prime location!,263058219,Sacha,San Nicolas,-34.60489,-58.37593,Entire home/apt,2511,2,18,22-11-2019,5.87,1,55
34902796,Hermoso departamento en el corazón de Las Cañitas!,49026301,Verónica,Palermo,-34.56905,-58.43554,Entire home/apt,2392,2,8,03-11-2019,2.33,1,139
34902831,Luminosa Habitación Individual o Compartida,116848030,Andres,Balvanera,-34.60575,-58.40787,Private room,718,3,0,,,1,364
34903001,Studio Apartment in Microcentro,238783098,Nicolás,San Nicolas,-34.60634,-58.39053,Entire home/apt,1794,1,5,08-11-2019,2.08,3,64
34904728,San Telmo Star Suite,261794734,Star Suites,San Telmo,-34.62533,-58.36896,Entire home/apt,2392,4,3,22-11-2019,2.43,2,331
34904813,"Departamento temporario, calle gorriti, Palermo",21740269,Jorge,Palermo,-34.59497,-58.41725,Entire home/apt,1794,3,1,07-07-2019,0.21,2,23
34905082,Vivir como un porteño en Balvanera. Casa clásica,222218150,Gustavo,Balvanera,-34.61119,-58.40197,Private room,897,2,1,08-07-2019,0.21,7,364
34905354,Private room 3 people,196480453,Ie Corporativo,Monserrat,-34.61405,-58.38287,Private room,777,5,0,,,4,0
34905764,APARTAMENTOS BUENOS AIRES,222415324,Noelia,Recoleta,-34.59572,-58.41437,Entire home/apt,1794,1,31,10-11-2019,5.05,1,157
34906370,Dúplex en pasaje privado MARAVILLOSO. San Telmo 5*,164345977,Felisa,Balvanera,-34.61549,-58.39699,Private room,598,2,4,30-06-2019,0.69,3,339
34906639,"Departamento apto 6 personas, a metros del subte B",95157066,Adriana,Parque Chas,-34.58164,-58.47469,Entire home/apt,3707,2,10,23-11-2019,2.24,1,351
34907959,Coqueto en Recoleta,85884367,Ixchell,Recoleta,-34.59024,-58.39945,Entire home/apt,1315,3,18,12-11-2019,3.18,1,171
34908368,Departamento Temporario a 1 Cuadra del Obelisco,167619690,Raul,San Nicolas,-34.60581,-58.379,Entire home/apt,1794,6,1,06-11-2019,1,1,364
34908503,DEPARTAMENTO 2 AMBIENTES ALMAGRO-HOSPITAL ITALIANO,263097515,Silvina,Almagro,-34.60466,-58.42455,Entire home/apt,1973,2,1,29-05-2019,0.17,1,108
34908777,Terraza,259062917,Liliana,Chacarita,-34.58742,-58.44694,Private room,1196,7,0,,,5,365
34908818,Departamento en Recoleta,106743230,Marina Fernanda,Recoleta,-34.5878,-58.38716,Entire home/apt,1794,5,1,10-07-2019,0.22,2,45
34909133,Lovely and Chic private room in Palermo Queens,107373090,Julia,Villa Crespo,-34.59425,-58.44631,Private room,1016,2,11,10-11-2019,2.02,1,35
34909447,"Private bed-room, in stylish building.",49069906,Pablo,San Nicolas,-34.59896,-58.37323,Private room,718,7,0,,,14,146
34909799,"Departamento Hotel, en lo más turístico de BA#",226584168,Karina,San Nicolas,-34.60871,-58.3907,Entire home/apt,1495,1,10,14-11-2019,1.78,4,177
34910273,"Private bed-room, in stylish building.",49069906,Pablo,San Nicolas,-34.60745,-58.37203,Private room,718,3,9,19-11-2019,1.94,14,364
34910291,"Private bed-room, in stylish building.",49069906,Pablo,San Nicolas,-34.60762,-58.37377,Private room,718,5,1,04-07-2019,0.21,14,154
34911089,New apartment in the best location of San Telmo,60688159,Maria,Monserrat,-34.61289,-58.36947,Entire home/apt,2691,2,17,16-11-2019,3.81,2,304
34911215,El colon,263116583,Yanina,Parque Patricios,-34.63063,-58.40086,Shared room,2691,2,0,,,5,179
34912144,Luminoso! Amplio apartamento bohemio tipo casa,24399650,Antu Y Josi,Flores,-34.61968,-58.47243,Entire home/apt,897,15,1,19-07-2019,0.23,1,278
34912650,Barrio Parque Los Andes,259062917,Liliana,Chacarita,-34.59657,-58.45544,Private room,658,7,0,,,5,365
34920245,Nice Room @ Soho with Terrace (Room 4),3739043,Fede,Palermo,-34.59405,-58.42358,Private room,897,10,0,,,7,339
34927464,Palermo Soho  group House,1011896,Natalia,Palermo,-34.59134,-58.42794,Private room,2392,1,0,,,15,365
34927553,New - Modernly Designed Studio in Palermo,97938217,Cabello Square,Palermo,-34.58161,-58.40558,Entire home/apt,4185,3,0,,,3,331
34928845,Newly Renovated Bright Studio in Palermo,97938217,Cabello Square,Palermo,-34.58131,-58.40737,Entire home/apt,4185,3,4,20-10-2019,0.75,3,352
34929982,Excelente departamento moderno y luminoso.,117987472,Gonzalo,Villa Urquiza,-34.57,-58.4764,Entire home/apt,5023,3,0,,,1,8
34931659,Bright & Cozy Studio close to Alto Palermo,97938217,Cabello Square,Palermo,-34.58225,-58.40702,Entire home/apt,3588,3,0,,,3,176
34931725,Palermo (Bs As)  excelente depto para 2 huespedes,263222647,Armando Jose,Palermo,-34.58085,-58.4323,Entire home/apt,1614,2,11,03-11-2019,2.34,2,0
34932711,Spacious 3BR Apt in Downtown Colon Theater,132838002,Juan,Retiro,-34.59857,-58.38623,Entire home/apt,6577,7,0,,,40,364
34934243,Room w/ private kitchen & bathroom,10653064,Mati & Cande,San Nicolas,-34.60808,-58.38292,Private room,957,2,16,20-11-2019,2.86,12,61
34934274,Live in a studio - LOFT Parque Chas,75747865,Emmanuel,Parque Chas,-34.58319,-58.4841,Entire home/apt,1973,1,5,27-10-2019,0.92,2,90
34935065,Departamento alto Palermo,175714605,Victoria,Palermo,-34.5921,-58.41325,Entire home/apt,2691,1,1,13-10-2019,0.68,2,88
34935134,Departamento a estrenar en microcentro - Studio,9808252,Fabricio,San Nicolas,-34.60058,-58.37867,Entire home/apt,2392,1,6,06-11-2019,1.5,1,129
34937061,Modern apartment in a tropical environment !,212317549,Victoria,Puerto Madero,-34.61663,-58.36042,Entire home/apt,4783,2,3,01-10-2019,0.64,3,358
34937130,Encantador departamento  en el centro de Bs As,248320261,Belén,San Nicolas,-34.60139,-58.39134,Entire home/apt,1495,2,28,17-11-2019,5.22,1,318
34937493,Departamento en Palermo (2 ambientes).,72628081,Mauro,Palermo,-34.59135,-58.4154,Entire home/apt,1555,1,16,13-11-2019,3.97,1,37
34938757,Solis Tango House habitaciones,73083759,Daniel,Monserrat,-34.6179,-58.39151,Shared room,718,1,2,25-10-2019,0.54,4,364
34939112,Studio Avenida  Peatonal Corrientes,143816026,Patricia,San Nicolas,-34.60535,-58.39066,Entire home/apt,1614,5,2,21-07-2019,0.45,1,119
34939194,"Cómodo y acogedor depto en Recoleta. 
Hasta 3 pax",101567224,Cecilia Y Andrés,Recoleta,-34.59184,-58.41003,Entire home/apt,2691,1,11,18-11-2019,2.1,1,342
34939471,Solis house habitaciones,73083759,Daniel,Monserrat,-34.61619,-58.3907,Shared room,837,2,1,29-07-2019,0.25,4,364
34940975,Habitación en Devoto,4805013,Candela,Villa Devoto,-34.59805,-58.52127,Private room,1016,2,0,,,1,0
34941803,Stylish 1Bedroom in Las Cañitas w/ pool view,260840744,Quartier Polo,Palermo,-34.57041,-58.43371,Entire home/apt,5381,3,6,05-10-2019,1.19,5,333
34941824,B184 Modern and luminous apartment with deck balcony in the heart of the trendy Palermo Hollywood,20907367,Marcela,Palermo,-34.57717,-58.43819,Entire home/apt,4484,7,0,,,54,80
34942147,"A163 Vacation Rental Flat located in Exclusive area of Belgrano, Buenos Aires with Panoramic Views",20907367,Marcela,Nuñez,-34.54316,-58.46317,Entire home/apt,3707,7,0,,,54,0
34942149,Vacation Rental in Barrio Centro Buenos Aires  Apart. A105 Excellent location meters away from Metro,20907367,Marcela,San Nicolas,-34.59998,-58.37347,Entire home/apt,3229,7,0,,,54,0
34942153,"Vacation Rental Studio in downtown, Buenos Aires  located in the Heart of Downtown",20907367,Marcela,San Nicolas,-34.6009,-58.37998,Entire home/apt,2631,7,0,,,54,0
34942244,9th Floor Modern Flat in Cañitas *New Building*,260840744,Quartier Polo,Palermo,-34.57014,-58.43357,Entire home/apt,4783,3,3,11-11-2019,1.91,5,342
34942433,Amazing room in a beautiful apartment,230030553,Cecilia,Monserrat,-34.6156,-58.37469,Private room,598,15,0,,,4,112
34942812,"Palermo Soho - 1 Bedroom-Pool, Gym & Open View!",263296845,Guido,Palermo,-34.58713,-58.42069,Entire home/apt,3827,2,19,17-11-2019,3.22,1,350
34943189,Departamento a compartir,263298927,Guido,Palermo,-34.59296,-58.41616,Private room,718,1,0,,,2,364
34943331,Palermo Premium outlet zone,3166647,Federico,Villa Crespo,-34.59445,-58.44138,Entire home/apt,3289,5,4,04-11-2019,0.69,26,308
34943490,Departamento a compartir,263298927,Guido,Palermo,-34.59294,-58.41598,Private room,718,1,0,,,2,365
34943898,HABITACION CAMI,263305004,Martha Cecilia,Villa Crespo,-34.59404,-58.43267,Private room,718,1,0,,,1,0
34943995,"Departamento para 5 pers., ubicación inmejorable",22639696,Sol,Retiro,-34.59846,-58.38565,Entire home/apt,4185,7,0,,,3,82
34944206,Apartment in Palermo - Free Parking,87216832,Nico,Palermo,-34.59208,-58.41688,Entire home/apt,3289,2,2,28-07-2019,0.48,6,219
34944331,Cálido y amplio apartamento en Recoleta. Amenities,659454,Mariana,Retiro,-34.5892,-58.38251,Entire home/apt,2392,3,4,26-10-2019,0.71,1,316
34944656,"Spacious, modern and beautiful",263311208,Damian,Villa Crespo,-34.59797,-58.44458,Entire home/apt,837,3,4,06-09-2019,0.94,1,0
34944969,Confortable y amplia habitación con baño privado,93721644,Ramiro,Floresta,-34.62962,-58.48396,Private room,658,1,0,,,2,83
34945115,Arenales in Palermo Botanical Garden,117803749,Gaston,Palermo,-34.58368,-58.41579,Entire home/apt,2990,1,46,24-11-2019,7.42,1,249
34945654,Excelente departamento en Belgrano R!!,263318620,Sergio Damian,Belgrano,-34.56416,-58.46532,Entire home/apt,1495,3,0,,,1,363
34946651,Departamento luminoso,209778744,Jacqueliny,Caballito,-34.62076,-58.43429,Entire home/apt,2093,3,0,,,1,268
34946781,Depto en el centro geografico de Buenos Aires,229463587,Claudia,Caballito,-34.60824,-58.44778,Entire home/apt,1315,2,3,20-07-2019,0.63,1,0
34957430,CENTRAL SAFE FLORIDA COZY APARTMENT,80837614,Nadia,Retiro,-34.59751,-58.37609,Entire home/apt,2153,3,7,29-08-2019,1.15,1,344
34959206,Los Elefantes,263406861,Ada,Palermo,-34.58338,-58.43223,Private room,1614,1,0,,,1,365
34959521,"Plena Recoleta, nuevo, moderno y luminoso",22385346,Celeste,Recoleta,-34.58788,-58.40105,Entire home/apt,2511,2,15,24-10-2019,2.63,12,45
34959745,Conectate con el Arte. Amenities. Best location!!,1028764,Cecilia,Palermo,-34.57586,-58.43962,Entire home/apt,2990,1,4,20-10-2019,0.71,35,180
34961461,Premium quiet modern apartment in Belgrano.,2177641,Van,Colegiales,-34.56838,-58.45145,Hotel room,3827,4,0,,,2,349
34962547,"En el Corazón de Palermo, a 3 cuadras del Subte",263426288,Christian,Palermo,-34.5871,-58.41471,Entire home/apt,2571,5,2,30-06-2019,0.4,1,7
34962940,Habitaciones de Lujo en Palermo Soho con Desayuno,11184811,Iris,Palermo,-34.59322,-58.4309,Hotel room,3408,1,4,09-06-2019,0.65,6,0
34963619,Palermo Soho Studio,21878334,Ruben,Palermo,-34.58492,-58.43164,Entire home/apt,2990,2,1,04-11-2019,1,2,355
34963911,Trendy Studio in Chic Palermo Hollywood,74125505,Elissa,Palermo,-34.57806,-58.43629,Entire home/apt,1794,3,4,05-11-2019,0.83,9,355
34964347,Palermo Hollywood Studio,21878334,Ruben,Palermo,-34.57982,-58.43881,Entire home/apt,2990,2,1,28-07-2019,0.25,2,347
34965654,"Studio in Palermo, Niceto Vega St. (7)",48064803,Federico,Palermo,-34.58551,-58.44051,Entire home/apt,2990,2,3,24-11-2019,0.98,21,73
34967303,Lili's House,213005003,Liliana,Villa Gral. Mitre,-34.60699,-58.46608,Private room,957,3,0,,,1,341
34967614,Departamento en Recoleta,67706936,Viviana,Recoleta,-34.59569,-58.39616,Entire home/apt,1136,1,13,18-11-2019,2.32,1,19
34968777,Casa en Parque Chas - espacios al aire libre,75747865,Emmanuel,Parque Chas,-34.58383,-58.48571,Entire home/apt,4484,1,1,06-06-2019,0.17,2,87
34969295,UNIQUE DELUXE STUDIO IN THE HEART OF THE CITY,263464707,Malena,Retiro,-34.59419,-58.37882,Entire home/apt,1794,1,28,16-11-2019,4.57,1,150
34969597,Stylish 2 br floor in a classy building,1875949,Diego,Recoleta,-34.59119,-58.39266,Entire home/apt,11958,3,0,,,55,338
34969708,San Telmito Banano's Crib,12871568,Ger,San Telmo,-34.6202,-58.37524,Private room,718,30,0,,,1,365
34970419,The Pinnacle of Palermo.,16346625,Marina,Palermo,-34.57369,-58.41799,Entire home/apt,3887,3,1,27-06-2019,0.2,12,61
34970971,Ample studio G in Palermo with private jacuzzi,3334331,Aida,Palermo,-34.5852,-58.42489,Entire home/apt,4305,5,0,,,15,355
34971030,I rent a luminosity room with balcony,38608480,Katherine,Balvanera,-34.60133,-58.39494,Private room,777,3,0,,,1,0
34972119,Impecable y Luminoso Departamento en San Telmo.,263433561,Alejandra,San Telmo,-34.61802,-58.37028,Entire home/apt,1614,3,15,15-11-2019,2.76,1,82
34972623,San Telmo vivo,263489988,Maria,San Telmo,-34.62302,-58.37027,Entire home/apt,2392,3,1,09-08-2019,0.28,1,350
34973075,"A101 NEW Modern building/tower with Large Pool in the Heart of Palermo Soho, Buenos Aires!",20907367,Marcela,Palermo,-34.58291,-58.4252,Entire home/apt,2212,7,0,,,54,88
34973076,A45 Modern bright Studio in building with 24 hour security and surveillance in the heart of La Recol,20907367,Marcela,Recoleta,-34.58745,-58.394,Entire home/apt,3229,7,0,,,54,0
34973080,A137 Vacation Rental Modern Studio in a building with 24hs security in the Heart of Downtown,20907367,Marcela,San Nicolas,-34.60294,-58.38421,Entire home/apt,3348,7,0,,,54,0
34973084,A133 Modern Studio in a building with 24hs security in the Heart of Downtown,20907367,Marcela,San Nicolas,-34.60015,-58.37649,Entire home/apt,2930,7,0,,,54,0
34973090,"A131 Vacation Rental in San Telmo, Buenos Aires Studio with a Great View",20907367,Marcela,Barracas,-34.62743,-58.37162,Entire home/apt,2930,7,0,,,54,53
34973092,A138 Vacation Rental Modern Studio in a building with 24hs security in the Heart of Downtown,20907367,Marcela,San Nicolas,-34.6029,-58.38306,Entire home/apt,3348,7,0,,,54,0
34973097,A139 Vacation Rental Modern Studio in a building with 24hs security in the Heart of Downtown,20907367,Marcela,San Nicolas,-34.60506,-58.38365,Entire home/apt,3348,7,0,,,54,0
