id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
LdYvxIDN1vLaN5z2fTy3KQ==,Propiedad,2020-08-01,2020-08-12,2020-08-01,-34.620092,-58.369986,Argentina,Capital Federal,San Telmo,,,,3.0,2.0,1.0,78.0,55.0,,PH DIVINO CANCHERO SIN EXPENSAS CON TERRAZA 3 AMB,no paga
9CWC1gmeGVUPP1X2OTEy5g==,Propiedad,2019-12-29,2020-01-18,2019-12-29,-34.436479,-58.563975,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,San Fernando,,,4.0,2.0,1.0,70.0,70.0,,Ph 3 amb VENTA POR ESCALERA SAN FERNANDO,no paga
kFbiJBOeaEt9cS8nU7rgsQ==,Propiedad,2020-08-04,2020-08-18,2020-08-04,-34.601966299999994,-58.4472543,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,2.0,,,,PH DE 3 AMBIENTES CON TERRAZA !!!,no paga
44RUvLAkWKyK0ALPjTiFRQ==,Propiedad,2020-08-11,9999-12-31,2020-08-11,-38.027969794899995,-57.56181756350001,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,,"Complejo de  Ph , Tucuman y Solis !!!",paga
8nsK53PWqZ/MmWokvbQoVw==,Propiedad,2020-03-17,2020-04-01,2020-03-17,-34.584768446700004,-58.438606918000005,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,79.0,79.0,,Depto.tipo casa de 3 ambientes en Venta en Palermo,paga
Paly27vwjCBwG/8TfFL5DQ==,Propiedad,2019-09-29,2020-02-18,2019-09-29,-34.765787200000005,-58.8279848,Argentina,Bs.As. G.B.A. Zona Oeste,Marcos Paz,,,,3.0,,1.0,,,Mensual,Departamento / Duplex3 Ambientes - B.Cerrado-La Renata-Marcos Paz,no paga
EZ2IJu56a2p1ecNNBWFZag==,Propiedad,2020-08-05,2020-09-04,2020-08-05,-34.6813229081,-58.346521854399995,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Sarandi,,,2.0,1.0,1.0,31.0,31.0,,Venta departamento  2 ambientes  bajas expensas,no paga
nheHtbg1wrDMNnZlGpUWwg==,Propiedad,2020-03-06,9999-12-31,2020-03-06,-34.598061,-58.410862800000004,Argentina,Capital Federal,Palermo,,,,3.0,2.0,2.0,90.0,90.0,Mensual,Departamento 3 amb con terraza tipo PH UNICO! RBA Inmobiliaria ,no paga
HqTMJzYzA0ZQIvnQ2JFg9Q==,Propiedad,2020-01-27,2020-02-11,2020-01-27,-34.6056829,-58.408354,Argentina,Capital Federal,Almagro,,,,6.0,5.0,2.0,116.0,116.0,,Depto.tipo casa de 6 ambientes en Venta en Almagro,paga
ixmPh6qxoAG9TOQnrXAFhQ==,Propiedad,2019-10-29,2020-02-20,2019-10-29,-34.488471399999995,-58.57099960000001,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Boulogne Sur Mer,,,3.0,2.0,1.0,85.0,80.0,,PH en venta en La Horqueta - Carlos Tejedor al 1500,no paga
MSoIM5YJfNGl7KN4noDPhQ==,Propiedad,2020-07-22,9999-12-31,2020-07-22,-34.60165,-58.414159999999995,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,67.0,67.0,,Depto.tipo casa de 3 ambientes en Venta en Almagro,no paga
U3q6r4EvVua820tq1Rgmag==,Propiedad,2019-10-31,2019-11-13,2019-10-31,-34.645244700000006,-58.4882122,Argentina,Capital Federal,Parque Avellaneda,,,,3.0,2.0,1.0,100.0,77.0,,Rodó 4510: Casa Lote Propio 4amb + patio/cochera,no paga
uL3/9ZOYxJ4Yzbg0MqFxjg==,Propiedad,2019-08-28,9999-12-31,2019-08-28,-34.6190781,-58.4956548,Argentina,Capital Federal,Floresta,,,,3.0,,1.0,62.0,62.0,Mensual,PH - Monte Castro,no paga
0fpEh1TtaNRnPzYotLR5dw==,Propiedad,2019-11-29,2020-07-09,2019-11-29,-34.651276,-58.546586,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,2.0,1.0,313.0,75.0,,PH 3 AMBIENTES RAMOS MEJIA - APTO CREDITO,no paga
ClNvBpjOI+r1yHCqXPOmBg==,Propiedad,2019-12-10,2019-12-23,2019-12-10,-34.5919860682,-58.4227390195,Argentina,Capital Federal,Coghlan,,,,4.0,3.0,1.0,90.0,90.0,,Depto.tipo casa de 4 ambientes en Venta en Coghlan,paga
363H69XhnDi5PnnBYF9XtA==,Propiedad,2020-02-12,9999-12-31,2020-02-12,-31.423994899999997,-64.2382428,Argentina,Capital Federal,,,,,4.0,2.0,1.0,,,,CASA 2 DORMITORIOS B° LOS GRANADOS - APTO CREDITO,no paga
hdd60d56svucx43lfsbLpA==,Propiedad,2020-06-19,9999-12-31,2020-06-19,-34.5973381,-58.3976667,Argentina,Capital Federal,Recoleta,,,,3.0,2.0,1.0,,,,"Departamento 2 DORMITORIOS en Recoleta, Capital Federal",paga
5OBwuHMppnW5CeLFB42B9A==,Propiedad,2019-12-15,2020-01-20,2019-12-15,-34.615083,-58.53193100000001,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Caseros,,,3.0,2.0,1.0,89.0,63.0,,PH 3 Ambientes | Tres de Febrero | Caseros,no paga
qq2a6oICVzdpvEU8CsX+pA==,Propiedad,2020-06-30,9999-12-31,2020-06-30,-34.5295114,-58.5126877,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,4.0,2.0,1.0,98.0,76.0,Mensual,PH - Munro,no paga
ZSesTwS5xVcTF+IDI7fWog==,Propiedad,2020-08-21,2020-09-04,2020-08-21,,,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,70.0,45.0,Mensual,"PH 3 Ambientes con Terraza, Lavadero y Parrilla. Almagro",no paga
n+LPAN0yO3kc4WCamXJ3tA==,Propiedad,2020-03-25,2020-06-27,2020-03-25,-34.623048,-58.490279,Argentina,Capital Federal,Floresta,,,,3.0,2.0,1.0,58.0,58.0,,VENTA PH 3 AMBIENTES EN FLORESTA SIN EXPENSAS!!!!,no paga
MslztzzqOcb9mfRMweA3/Q==,Propiedad,2020-02-11,2020-08-05,2020-02-11,-31.4050826,-62.10232760000001,Argentina,Capital Federal,,,,,,2.0,2.0,,,,Vendo Casa 2 dormitorios Bº Timbues,no paga
KIrp530nVkXNecTwHhc2NQ==,Propiedad,2020-02-03,9999-12-31,2020-02-03,-34.595242999999996,-58.514632999999996,Argentina,Capital Federal,Villa Devoto,,,,4.0,3.0,2.0,,177.0,Mensual,4 AMBIENTES | Gabriela Mistral  3900,paga
cGFoRbG7zR2LilRkGtdY6A==,Propiedad,2019-11-11,2019-11-25,2019-11-11,-34.589405519,-58.4344515126,Argentina,Capital Federal,Palermo,Palermo Soho,,,3.0,2.0,1.0,52.0,52.0,,Depto.tipo casa de 3 ambientes en Venta en Palermo soho,no paga
1g6Hlw7ydXqoBktpEKOEpw==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-34.6402626,-58.69716510000001,Argentina,Corrientes,Ituzaingó,,,,,,,,,,PH sobre Av. Ratti Ituzaingo,no paga
x0UqSoEyZOAGTcoW7Q1bNw==,Propiedad,2020-01-31,2020-09-01,2020-01-31,-34.6426934,-58.4910842,Argentina,Capital Federal,Villa Luro,,,,4.0,3.0,1.0,,83.0,Mensual,PH - Villa Luro - Venta - 4 Ambientes - Oportunidad- Terraza - Patio - Luminoso,no paga
aphMgskxSQtIlhnULpCc9Q==,Propiedad,2020-08-13,9999-12-31,2020-08-13,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,Brown 3000,no paga
KYRFpc4QlRMlxeq6xhmVkg==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.620515553400004,-58.570149828999995,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,3.0,2.0,1.0,,,,Departamento Tipo Casa en Venta en Caseros,no paga
S0x5ZDqbwY15cFuekWM2tg==,Propiedad,2019-12-26,2020-01-19,2019-12-26,-34.637919000000004,-58.454747,Argentina,Capital Federal,Flores,,,,4.0,3.0,2.0,264.0,216.0,,Venta PH sobre lote propio 4 amb + 3 amb FLORES,no paga
omILCkIdd+nJkzL7iN4e5A==,Propiedad,2020-01-27,9999-12-31,2020-01-27,,,Argentina,Capital Federal,,,,,1.0,,1.0,,,,11 DE SEPTIEMBRE 4900,no paga
/MCR14OciqGUo/P/Q1cnTw==,Propiedad,2020-07-29,9999-12-31,2020-07-29,-34.5677144,-58.546258900000005,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,,,3.0,2.0,1.0,,,,Departamento 3 ambientes en San Andres,no paga
vdYtRNpA7nw1jOj/9BCu8Q==,Propiedad,2019-12-27,2020-01-11,2019-12-27,-34.59197,-58.42896,Argentina,Capital Federal,Palermo,,,,5.0,4.0,3.0,160.0,160.0,,Depto.tipo casa de 5 ambientes en Venta en Palermo,paga
SOXQAjMjsKznZxy24haINQ==,Propiedad,2019-11-07,9999-12-31,2019-11-07,-37.9979006,-57.5704346,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,64.0,60.0,,PH - 64 m2 - San Juan,no paga
8XDqCp5HL1vLr+088j4GEw==,Propiedad,2019-12-22,2020-06-27,2019-12-22,-34.618483000000005,-58.400507,Argentina,Capital Federal,San Cristobal,,,,4.0,3.0,2.0,100.0,105.0,,Departamento Piso en venta 4 amb. con terraza,paga
yA4+XmDZnawFzNo1Bo7bRg==,Propiedad,2020-08-18,9999-12-31,2020-08-18,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,5.0,3.0,,,,,VENDO EN CONSTITUCION,no paga
gvjO74Em+Jd6IuxR3lTPig==,Propiedad,2020-04-09,2020-07-23,2020-04-09,-31.354887899999994,-64.2511562,Argentina,Córdoba,Córdoba,,,,2.0,,3.0,,195.0,,HOUSING VILLA BELGRANO BLAS PASCAL,paga
wLqiDQPfES4yiKiBhYlBLQ==,Propiedad,2020-03-25,2020-09-02,2020-03-25,-34.457578000000005,-58.558764000000004,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Virreyes,,,4.0,3.0,1.0,115.0,81.0,,PH tipo casa 4 amb a la calle a Reciclar,no paga
jnYQ56mQqs5HstvU7nL6mg==,Propiedad,2020-04-21,2020-06-22,2020-04-21,-31.404346000000004,-64.503815,Argentina,Córdoba,Villa Carlos Paz,,,,3.0,2.0,2.0,,,,CASA EN VENTA,paga
vJIPVOMhYteGFwUzmuz28Q==,Propiedad,2020-08-25,2020-09-04,2020-08-25,-36.6845102992,-56.6813815417,Argentina,Buenos Aires Costa Atlántica,San Bernardo,,,,3.0,2.0,2.0,88.0,62.0,Mensual,DUPLEX EN VENTA SAN BERNARDO - DOS DORMITORIOS AMOBLADO COCHERA PATIO LAVADERO Y PARRILLA,no paga
CXdBEnA3N5cI4RR/PyciCw==,Propiedad,2019-10-13,2020-02-10,2019-10-13,-38.043132515500005,-57.572958200900004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,6073.0,4316.0,,VENTA PH 3 AMBIENTES AL FONDO CON ENTRADA DE AUTO,no paga
P2qKnxxYqKoIEk0Jz4rpGQ==,Propiedad,2019-11-24,2019-12-09,2019-11-24,-34.601211464,-58.4485274117,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,81.0,81.0,,Depto.tipo casa de 3 ambientes en Venta en Villa crespo,no paga
GprRZfbYga8njS7Wt94ElQ==,Propiedad,2020-04-22,2020-05-07,2020-04-22,-34.5898454123,-58.423169096,Argentina,Capital Federal,Palermo,Palermo Soho,,,4.0,3.0,3.0,142.0,142.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo soho,paga
2esMiPWZJk12wDjPFgG5Bg==,Propiedad,2020-08-11,9999-12-31,2020-08-11,-34.5933227,-58.4395282,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,47.0,42.0,Mensual,Super Luminoso Depto tipo PH 2 Amb al Frente c/patio - Villa Crespo,no paga
U5Yim5iRngZrJTEg2OW4EA==,Propiedad,2019-08-31,9999-12-31,2019-08-31,-34.6489283,-58.599889399999995,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Haedo,,,2.0,,1.0,,44.0,Mensual,PH - Haedo,no paga
CoM1FKmx/dCFdrifc0Spyw==,Propiedad,2019-09-11,2020-01-18,2019-09-11,-34.628063,-58.379298,Argentina,Capital Federal,Barracas,,,,4.0,3.0,1.0,137.0,75.0,,VENTA PH BARRACAS   137 M2,no paga
Scwun6WTvil1FZaiERROxg==,Propiedad,2020-03-25,9999-12-31,2020-03-25,-34.4646981,-58.51876310000001,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Acassuso,,,3.0,2.0,2.0,,,,PH - Venta - 3 ambientes - Acassuso - San Isidro,paga
FO/7qoo6jav1nqL/OyUmgw==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.693485193899996,-58.393004985699996,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,2.0,1.0,1.0,,,,Departamento Tipo Casa en Venta en Lanus Oeste,no paga
M/uBr1eQ+aJQoSvLCjAwRw==,Propiedad,2019-08-29,2019-11-11,2019-08-29,-34.5563503,-58.461468,Argentina,Capital Federal,Belgrano,,,,4.0,,2.0,153.0,88.0,Mensual,PH EN LA MEJOR ZONA DE BELGRANO . UGARTE Y CABILDO,paga
3/wWD/5M7rt1HQsdPq5b2w==,Propiedad,2020-07-04,2020-07-19,2020-07-04,-34.6056829,-58.408354,Argentina,Capital Federal,Almagro,,,,6.0,5.0,2.0,116.0,116.0,,Depto.tipo casa de 6 ambientes en Venta en Almagro,no paga
GY5vilO/mHtgARSS1xBVtQ==,Propiedad,2019-12-21,9999-12-31,2019-12-21,-34.742574299999994,-58.382331799999996,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Banfield,,,3.0,,1.0,,57.0,Mensual,PH - Banfield Este,no paga
yRRqVHTv8StoYpr9SkdrHw==,Propiedad,2020-02-13,2020-02-13,2020-02-13,-34.593788364699996,-58.4280162351,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,65.0,57.0,Mensual,Depto.tipo casa de 3 ambientes en Venta en Palermo,no paga
Fub0wRxc7nkBNzAjV6WDMA==,Propiedad,2019-09-22,2019-12-28,2019-09-22,-34.486246,-58.55825,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,3.0,2.0,1.0,137.0,164.0,,PH oportunidad precio San Isidro,no paga
uZU7RCutVY9yeUJw4Dps+w==,Propiedad,2020-01-31,2020-09-05,2020-01-31,,,Argentina,Capital Federal,,,,,8.0,4.0,2.0,,,,Bº Estación Casa Antigua con Departamento a Reciclar,no paga
W81Fqb/pu7ZFrrJwxNgvyg==,Propiedad,2020-05-16,2020-05-20,2020-05-16,-34.5919381183,-58.4217895615,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,51.0,51.0,,Depto.tipo casa de 2 ambientes en Venta en Palermo,no paga
3fR8nbBACa9k8z/ZOEkteg==,Propiedad,2020-04-08,9999-12-31,2020-04-08,-34.6227381633,-58.560453816300004,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,3.0,2.0,1.0,,,,Chalet PH en Venta en Caseros,no paga
PL9SvwUxnmJBC2IZqQtoNg==,Propiedad,2020-05-20,2020-05-20,2020-05-20,,,Argentina,Neuquén,Plottier,,,,4.0,2.0,2.0,75.0,75.0,Mensual,VENTA DUPLEX 2 DORM B° ALTOS DE ALBERDI 3  PLOTTIER,no paga
HolJOt4miw+RDGe5bBDONg==,Propiedad,2019-12-16,2020-05-08,2019-12-16,-31.455019,-64.5193871,Argentina,Córdoba,,,,,3.0,2.0,1.0,,,,CASA EN VILLA CARLOS PAZ,no paga
SPzK5oIYlWKMPoZRApqo0w==,Propiedad,2020-02-28,2020-03-09,2020-02-28,-34.589405519,-58.4344515126,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,52.0,52.0,,Depto.tipo casa de 3 ambientes en Venta en Palermo,no paga
MdY2768xYmXEW3wuqdtnQQ==,Propiedad,2020-07-29,2020-10-03,2020-07-29,-32.980273,-60.640629000000004,Argentina,Santa Fe,Rosario,,,,4.0,3.0,2.0,200.0,115.0,,"Vta. Casa 3 dormitorios, patios, terraza, zona Sur",no paga
mkMY2viMUoCGL/+hZHRvoQ==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6575524105,-58.616480827299995,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,4.0,3.0,2.0,,,,Casa PH en Venta Cond en Moron Sur,no paga
MswrZk81kK6qYfA4GgCnAg==,Propiedad,2019-12-27,2020-01-06,2019-12-27,-34.5936501,-58.4073547,Argentina,Capital Federal,Recoleta,,,,3.0,2.0,1.0,78.0,62.0,,Excelente inmueble  bien ubicado  con 2 dormitorios y patio ,no paga
r5b3uzJdOq7lnhmHuO30Iw==,Propiedad,2020-03-06,2020-03-20,2020-03-06,-34.584768446700004,-58.438606918000005,Argentina,Capital Federal,Palermo,Palermo Hollywood,,,3.0,2.0,1.0,79.0,79.0,,Depto.tipo casa de 3 ambientes en Venta en Palermo hollywood,paga
e8vhiO+HeKtTCGl9NQTXog==,Propiedad,2019-09-17,2020-06-05,2019-09-17,-34.6369208,-58.5378743,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Ciudadela,,,2.0,,1.0,45.0,45.0,Mensual,PH - Ciudadela,no paga
DJpv0LpyiybK6PbD3fhOsA==,Propiedad,2019-12-10,2019-12-23,2019-12-10,-34.577686770700005,-58.428510814300004,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,44.0,44.0,,Departamento Ph de dos ambientes y medio a reciclar en venta en Palermo,no paga
VoL+pvYBXO3jvjfG3W3yaw==,Propiedad,2020-05-29,9999-12-31,2020-05-29,-36.3827239,-56.7191885,Argentina,Buenos Aires Costa Atlántica,San Clemente del Tuyú,,,,,,,,,Mensual,BLOCK 2 DEPTOS A PASOS DEL MAR- ZONA TALA SUR,no paga
92euNGfFoetLO4SLgRjFqA==,Propiedad,2020-06-01,9999-12-31,2020-06-01,-37.003544299999994,-56.8051657,Argentina,Buenos Aires Costa Atlántica,Costa Esmeralda,,,,4.0,3.0,3.0,,,,BARRIO SENDEROS II LOTE Nº 104 | 3 DORMITORIOS | COSTA ESMERALDA,no paga
hqWyhLuIhfCE7V1Ba480yg==,Propiedad,2019-11-01,2020-01-21,2019-11-01,-34.605043,-58.465332999999994,Argentina,Capital Federal,Paternal,,,,4.0,2.0,1.0,98.0,77.0,,Venta Triplex Cochera Playroom Terraza PATERNAL,no paga
MRmoCYuSdccu9US5Szxp4A==,Propiedad,2019-12-07,2019-12-23,2019-12-07,-34.587382500000004,-58.3972762,Argentina,Capital Federal,Barrio Norte,,,,2.0,1.0,1.0,40.0,40.0,,VENTA PH 2 AMBIENTES BARRIO NORTE,no paga
uzTmNjxS3g5zCQE4NCajdw==,Propiedad,2020-02-13,9999-12-31,2020-02-13,-34.4848211,-58.503368,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,3.0,2.0,1.0,58.0,58.0,Mensual,PH - Mart.-Santa Fe/Fleming,paga
djIwj5mIIpCKzdRLaTQ9og==,Propiedad,2020-04-05,2020-04-16,2020-04-05,-34.545793100000004,-58.46541679999999,Argentina,Capital Federal,Nuñez,,,,4.0,3.0,4.0,250.0,250.0,Mensual,Venta. Triplex. 4 Ambientes. Cochera. Sin expensas. Apto Profesional. Núñez.,paga
sdh1EZvhQgIFCOEoOUnGhA==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.7021231084,-58.33244382270001,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,2.0,1.0,1.0,,,,Departamento Tipo Casa en Venta Cond en Villa Dominico,no paga
m7PYi1LHmtOxbKBTHEXz+w==,Propiedad,2020-06-11,2020-06-16,2020-06-11,-34.6020458,-58.4439422,Argentina,Capital Federal,Caballito,,,,5.0,4.0,2.0,149.0,149.0,,Depto.tipo casa de 5 ambientes en Venta en Caballito,paga
QYy/sShHScAKb4PZZjz+nw==,Propiedad,2020-01-16,2020-02-13,2020-01-16,-34.6099467,-58.43047270000001,Argentina,Capital Federal,Caballito,,,,3.0,2.0,1.0,66.0,66.0,,PH  3 AMBIENTES - CABALLITO,no paga
UKLw/ZPrQtjUHNxaiqAX5A==,Propiedad,2020-06-12,9999-12-31,2020-06-12,,,Argentina,Santa Fe,Rosario,,,,3.0,2.0,,,,,Casa en Roldán - A estrenar - 86 m2,no paga
5stH4DIhbeN0Rh+bqFYp2w==,Propiedad,2020-07-29,2020-08-06,2020-07-29,-38.022346500000005,-57.5666313,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,CASA PH 3 AMBIENTES EN QUINTANA Y SANTA FE,no paga
n6XRKqY7iX02Kah15popdg==,Propiedad,2020-01-09,2020-10-19,2020-01-09,,,Argentina,Capital Federal,,,,,2.0,1.0,1.0,,,,P.h. en P. A. dos ambientes a la calle.,no paga
s0L3pWyKDJXSRDezkQtdGA==,Propiedad,2019-10-24,2019-11-04,2019-10-24,-34.584384,-58.419585,Argentina,Capital Federal,Palermo,,,,4.0,3.0,1.0,89.0,78.0,,Venta de PH 4 Ambientes con excelente terraza.,paga
365DEE8xxk7kGgsCcWDTLg==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.7123022186,-58.3853387833,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,2.0,,,,Departamento Tipo Casa en Venta Cond en Lanus Este,paga
awyrzCu19HgjB/IaykXOUA==,Propiedad,2019-08-13,2019-11-18,2019-08-13,-36.7129105963,-56.6770340473,Argentina,Buenos Aires Costa Atlántica,Mar de Ajó,,,,3.0,,1.0,50.0,50.0,Mensual,PH - Mar De Ajo,no paga
MOh83UGSp1/VXZrhWllPBw==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.7068296698,-58.284171129200004,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Bernal Centro,no paga
Q0BkfjjMUaBjUABj9QCVNg==,Propiedad,2020-06-11,2020-06-14,2020-06-11,-34.612753999999995,-58.41326479999999,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,2.0,,,,Hermoso PH 3 Amb + Studio + Patio + Lavadero,paga
t9AfLhDlmElOa7arlFpTEg==,Propiedad,2020-04-21,9999-12-31,2020-04-21,-34.624683000000005,-58.488583,Argentina,Capital Federal,Floresta,,,,4.0,3.0,,,,,PH · 102m2 · 4 Ambientes,no paga
NlUNN49EljIvRMfgTY0vLg==,Propiedad,2020-01-30,2020-06-19,2020-01-30,,,Argentina,Capital Federal,,,,,2.0,1.0,1.0,,,,PH 2 Ambientes en Duplex + patio en VENTA barrio Pompeya,no paga
vvExNhuA9eZkwiVbnCZ2hQ==,Propiedad,2020-02-28,2020-03-30,2020-02-28,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,2.0,,1.0,36.0,37.0,,PH en Venta Ramos Mejia / La Matanza (A133 2054),no paga
ZVee/8vyTP/Sp6z/XM2PBA==,Propiedad,2020-04-09,2020-09-24,2020-04-09,-34.7165308571,-58.329865714300006,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,2.0,1.0,1.0,,,,Casa PH en Venta en Wilde Oeste,no paga
DDQiuoS/F5CLbAAaERuLQw==,Propiedad,2020-02-03,9999-12-31,2020-02-03,-32.8652746653,-68.85489373760001,Argentina,Capital Federal,,,,,6.0,4.0,,,,,PRECIOSA CASA EN LA SEXTA SECCIÓN,paga
SsyTzf/Irr/syKo5yHxEpw==,Propiedad,2020-02-08,2020-08-31,2020-02-08,-34.6913729,-58.339745900000004,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Villa Dominico,,,3.0,2.0,1.0,60.0,60.0,Mensual,PH - Villa Dominico,no paga
GdmJxzH2TmwjHJ+z7YgkgA==,Propiedad,2020-01-28,9999-12-31,2020-01-28,-34.6407354,-58.62156329999999,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,1.0,1.0,50.0,50.0,Mensual,PH - Moron,no paga
pc2QQqsvIbpyFKOcgzNmbw==,Propiedad,2020-03-28,2020-04-03,2020-03-28,-34.6031140805,-58.4305506021,Argentina,Capital Federal,Almagro,,,,3.0,2.0,2.0,135.0,135.0,,Depto.tipo casa de 3 ambientes en Venta en Almagro,paga
N45ywNu0t7PZGQVoivF2Hw==,Propiedad,2019-12-24,2020-01-07,2019-12-24,-34.601211464,-58.4485274117,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,81.0,81.0,,Depto.tipo casa de 3 ambientes en Venta en Villa crespo,no paga
kUy1XpzvdOwB/V1A0yyyFg==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-37.999579700000005,-57.580259700000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,VENTA CASA 3AMB MAS DEPARTAMENTO INDEPENDIENTE 3amb. SAN LORENZO y FRANCIA,no paga
HHkX19qaIerYklyIKLb9tw==,Propiedad,2019-10-20,2019-11-06,2019-10-20,-34.608493100000004,-58.4156344,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,124.0,124.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,paga
QXQyzYPt0du4gf5ZCIhSew==,Propiedad,2020-02-03,2020-02-07,2020-02-03,-34.59153,-58.4413,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,109.0,70.0,,VENTA PH 3 AMBIENTES VILLA CRESPO,no paga
AH3kXNETLKm38GHheL4QVg==,Propiedad,2020-07-09,2020-08-13,2020-07-09,-34.5471306,-58.46027120000001,Argentina,Capital Federal,Nuñez,,,,2.0,1.0,1.0,60.0,45.0,,PH Tipo Loft.,no paga
KSQ1Rnm/7iCMO0gV7pwHkQ==,Propiedad,2020-03-06,9999-12-31,2020-03-06,-37.2719011,-56.986405700000006,Argentina,Buenos Aires Costa Atlántica,Villa Gesell,,,,5.0,4.0,3.0,,,,HERMOSA CASA C/QUINCHO sobre lote de 600 M2,no paga
sk06OSCm15pxPj/GoOpVbA==,Propiedad,2020-08-07,9999-12-31,2020-08-07,-33.0200660129,-68.8196522331,Argentina,Mendoza,Maipú,,,,8.0,3.0,2.0,,,,INMOBILIARIA STEVANATO VENDE,no paga
nRJfkNPNtqDJgOqKQkwEqg==,Propiedad,2019-11-30,2020-01-15,2019-11-30,-34.597388,-58.570889,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Caseros,,,2.0,1.0,1.0,53.0,47.0,Mensual,PH 2 AMB A ESTRENAR CON BALCON AL FRENTE,no paga
122vF3m/w0pBmqeqIkls+g==,Propiedad,2020-08-21,2020-08-24,2020-08-21,-34.536147,-58.701212,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,San Miguel,,,2.0,1.0,1.0,52.0,3858.0,,"Venta PH dos ambientes ,San Miguel",no paga
jAXxpELWhZfGiuG10kymkQ==,Propiedad,2020-08-15,2020-09-09,2020-08-15,-34.577571299999995,-58.46537420000001,Argentina,Capital Federal,Villa Ortuzar,,,,3.0,2.0,2.0,132.0,106.0,,EXCELENTE PH CON DETALLES DE CATEGORIA 3 AMBIENTES CON TERRAZA Y BALCON,paga
