id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion
25219;Barrio 31;Barrio 31: Cancha 5;Finalizada;Espacio Publico;Ministerio de Desarrollo Humano y Habitat;Con la logica de regenerar un espacio publico de 4200m2 se propuso un reordenamiento del mismo con la intencion de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de esparcimiento, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. El uso del intertrabado igualando todos los niveles, sin ningun tipo de cordon o escalonamiento, en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es mas practico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y camaras. Toda la superficie de cancha de futbol se realiza de cesped sintetico especialmente preparado para alta competicion y se delimita con un alambrado olimpico. Se propone desmontar las tribunas en las cabeceras y reemplazarlas por una sola tribuna general que por debajo alberga un modulo de ba¤os para el uso del espacio deportivo. Se propone sumar equipamiento de postas deportivas a fin de jerarquizar el caracter deportivo y de esparcimiento del espacio. Asimimo la iluminacion general del espacio se realiza enteramente en LED con posibilidad de Telegestion a fin de integrarse a la red de alumbrado de CABA con la mayor tecnologia disponible al momento. Por ultimo se suman diversos tipos de vegetacion a fin de incrementar la huella verde dentro del espacio publico.;10921249;1;RETIRO;-34.580.688;-58.384.679;11/11/2017;15/1/2019;14;100;Cooperativa;2017;;
25220;Barrio 31;Barrio 31: Completamiento de la Infraestructura existente;En ejecucion;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;Si bien hay varios sectores del barrio que cuenta con algunos servicios, siempre de manera informal y sin cumplir de las normas vigentes, otras zonas no cuentan con ellos. La infraestructura existente esta desarrollada en forma fragmentaria, es decir que se encuentran intercaladas las areas que cuentan con algunos servicios y las que no, sin ningun criterio tecnico o geografico. Esta discontinuidad plantea un desafio para el proyecto ya que la urgencia de dotar con servicios a los sectores que no cuentan con ellos, plantea una exigencia adicional al desarrollo del proyecto y las etapas de obra. Para poder responder a todas estas exigencias se han desarrollado cada componente de la infraestructura en distintos planes Maestros, los que enmarcan los proyectos de cada una de las diferentes etapas. Asimismo se han adoptado criterios generales para el barrio sobre el dise¤o de Pavimentos, Canteros, Mobiliario Urbano Y Alumbrado Publico. Estos Planes Maestros han sido consensuados con las Empresas Prestadoras de Servicios Aysa, Edenor y Edesur, cada una en el area que le corresponde. Dentro del plan de obras del GCBA, la etapa que corresponde al alcance de la obra es la del completamiento de la infraestructura en las calles de los sectores que hoy carecen de ella, por medio de obras de: pavimentos, desages cloacales, desages pluviales, provision de agua potable, alumbrado publico y construccion de canteros y mobiliario urbano. Esta etapa se complementa con las obras de renovacion de la red de provision de energia electrica y otra serie de obras que permiten dotar a la totalidad del barrio de la infraestructura necesaria de acuerdo a los estandares de la Ciudad de Buenos Aires y de la conexion de la red de infraestructura con las del resto de la Ciudad.;401293888;1;RETIRO;-34.583.352;-58.382.286;6/11/2017;30/4/2020;13;94;C&E CONSTRUCCIONES S.A. - POSE S.A. - CONSTRUCCIONES INFRAESTRUCTURA Y SERVICIOS S.A. - UT - REDES VILLA 31;2017;Licitacion Publica;796-sigaf-SECISYU-2017
25221;Barrio 31;Barrio 31: Renovacion de la infraestructura existente;En ejecucion;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;"La obra comprende la construccion de la infraestructura (redes colectoras de cloaca, redes distribuidoras de agua, redes y sumideros pluviales y fosa para futura instalacion de conductores electricos donde corresponda) de los frentistas; obras a nivel de superficie (pavimentos de hormigon, veredas de pavimento intertrabado, canteros para parquizacion) y alumbrado publico.";241995686;1;RETIRO;-34.585.131;-58.380.284;18/1/2018;30/4/2020;11;75;C&E CONSTRUCCIONES SA- POSE SA- UT- INFRAESTRUCTURA BARRIO 31;2017;Licitacion Publica;1414-SIGAF-SECISYU-2017
25222;Barrio 31;Barrio 31: Infraestructura y espacio publico Viviendas Containera;Finalizada;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;La obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquizacion, mobiliario urbano, alumbrado publico y el tendido de redes de infraestructura electrica y sanitaria. Incluye tambien un area de espacio publico con zonas verdes, juegos para ni¤os y una cancha deportiva y una calle para circulacion vehicular de convivencia con pavimento de caracteristicas similares a las del resto del predio.;77776964;1;RETIRO;-34.579.746;-58.389.545;24/10/2017;31/8/2018;10;100;Bricons S.A.I.C.F.I.;2017;Licitacion Publica;1232-SIGAF/17
25223;Barrio 31;Barrio 31: Perette Troncales.;Finalizada;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;En la calle Carlos H. Perette, la obra se dividio en dos sectores: 1) La construccion de la calzada y la infraestructura (desages pluviales, cloacales, de agua potable y cruces de calles para energia electrica) en calle Carlos Perette entre las calles 4 y 10. En esta parte no se incluyen las obras de construccion de aceras y conexiones domiciliarias ya que han sido objeto de una contratacion, fuera del alcance de este pliego. Si deben conectarse estas instalaciones existentes a las de la presente licitacion. Con el mismo alcance que estas obras se realizan las calzadas y la infraestructura de Prefectura Naval Argentina y Calle 4, ambas entre calle Perette y Gendarmeria Nacional. 2) La conexion a punto de vuelco cloacal desde la interseccion entre la calle Perette y de la Feria.;178285805;1;RETIRO;-34.585.118;-58.376.169;30/11/2017;30/11/2019;13;100;Tecma S.A.;2017;Licitacion Publica;1336-SIGAF/17
25224;Barrio 31;Barrio 31: Centro Barrial - Hogar de Cristo;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Habitat;La obra se plantea dentro de un terreno existente, al servicio de la Fundacion Hogar de Cristo que requiere la ampliacion de su actual centro de dia ubicado en el predio de la Iglesia del Padre Mugica al otro lado de la linea del FFCC del puerto. La casa de dia cumple la funcion de contener y albergar durante el dia a personas con problemas de adicciones, en situacion de calle o de vulnerabilidad. El terreno consta con un perimetro existente bien demarcado y la propuesta busca mantenerlo como cerramiento de planta baja. Ese perimetro consiste en una estructura de columnas de hormigon visto y paramentos de ladrillo comun visto. El programa se desdobla en un sector comunitario de uso grupal en planta baja, acompa¤ado de servicios de cocina, y sanitarios correspondientes para albergar a 60 personas. Tambien cuenta con un sector de administracion y Una habitacion. En la planta alta el edificio cuenta con el sector de aulas talleres, consultorios terapeuticos y vestuarios. El edificio cuenta con ascensor hidraulico y cumple con todas las normas de accesibilidad acorde a su uso. El edificio incorpora buenas practicas ambientales bajo normas basicas de sustentabilidad. Para esto se tendra en cuenta: la eficacia de los materiales de construccion en cuanto a su capacidad de aislacion termica, fomentando la reduccion del consumo de energia para calefaccion y refrigeracion, se dise¤aron los espacios en torno a dos patios que cumplen una funcion de expansion de los usos pero que a su vez garantizan la completa ventilacion de todos los locales a fin de garantizar y favorecer corrientes cruzadas de aire y mayor iluminacion natural. Su construccion es tradicional racionalizada, con estructura de Hormigon Armado y losetas pretensadas de Hormigon. Tabiqueria de ladrillo hueco debido al posible vandalismo de las mismas. En total se habilitan aproximadamente 800mý.;18263197;1;RETIRO;-34.578.096;-58.388.977;4/12/2017;2/11/2018;11;100;Merlino;2017;Licitacion Publica;1405-SIGAF/17
25225;Barrio 31;Barrio 31: Casa del Pueblo;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Habitat;El objeto de la obra consistio en la construccion de un centro de capacitacion profesional para adultos. Cuenta con una planta libre en planta baja, donde pueden permanecer los ni¤os de los padres que esten capacitandose. Y por encima de esta planta libre, dos volumenes de madera donde se ubican las salas. El cerramiento exterior es traslucido para la presencia de luz en su interior y la permeabilidad entre el espacio interior-exterior. La obra se realizo con sistema de construccion en seco, para agilizar los tiempos de construccion. Ademas se incorporaran nuevas tecnologias constructivas. El cerramiento vertical y parte del techo se construyeron mediante un sistema modular de policarbonato celular. Las salas estan preparadas para mejorar su acustica, teniendo en cuenta el entorno donde esta ubicado el edificio. En total se construyeron aproximadamente 320 m2.;13753559;1;RETIRO;-34.583.569;-58.374.483;1/6/2016;27/7/2018;25;100;Ingenieria y Arquitectura S.A.;2016;Contratacion Directa;4436-SIGAF/17
25228;Barrio 31;Barrio 31: Gemes 11 y 16, Mejoramiento Integral;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Habitat;En razgos generales el proyecto consistio en los siguientes procesos: Primero, se comunico a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento tecnico socio-habitacional, en el que se hizo un analisis por cada unidad funcional y se genero un proyecto especifico para cada caso. A partir de ahi, se trabajo en la validacion del proyecto con el vecino, y con instancias y modulos participativos, la obra comenzo tras la firma de la carta de adhesion por parte de las familias. Estos protocolos se desarrollaron de manera simultanea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribucion interna, iluminacion, ventilacion, red electrica, accesibilidad, cubierta y terminaciones. Actualmente se trabaja sobre 42 unidades funcionales sobre un total de 60.;;1;RETIRO;-3.458.277;-58.378.411;30/10/2017;30/12/2019;8;100;Dagresa Vial Construcciones SRL;2017;;
25229;Barrio 31;Barrio 31: YPF 22, mejoramiento Integral;En ejecucion;Vivienda;Ministerio de Desarrollo Humano y Habitat;"En razgos generales el proyecto consistio en los siguientes procesos: Primero, se comunico a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento tecnico socio-habitacional, en el que se hizo un analisis por cada unidad funcional y se genero un proyecto especifico para cada caso. A partir de ahi, se trabajo en la validacion del proyecto con el vecino, y con instancias y modulos participativos, la obra comenzo tras la firma de la carta de adhesion por parte de las familias. Estos protocolos se desarrollaron de manera simultanea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribucion interna; iluminacion; ventilacion; red electrica; accesibilidad; cubierta y terminaciones. Actualmente se trabaja sobre 18 unidades funcionales, proyectando actuar con cooperativas sobre un total de 63; ademas de un grupo adicional sobre las que intervendra una empresa.";78162488;1;RETIRO;-34.581.562;-58.382.406;2/1/2018;30/3/2020;11;71;ETSA;2018;;
25230;Barrio 31;Barrio 31: Manzana G1;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Habitat;"En razgos generales el proyecto consistio en los siguientes procesos: Primero, se comunico a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento tecnico socio-habitacional, en el que se hizo un analisis por cada unidad funcional y se genero un proyecto especifico para cada caso. A partir de ahi, se trabajo en la validacion del proyecto con el vecino, y con instancias y modulos participativos, la obra comenzo tras la firma de la carta de adhesion por parte de las familias. Estos protocolos se desarrollaron de manera simultanea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribucion interna; iluminacion; ventilacion; red electrica; accesibilidad; cubierta y terminaciones sobre 79 unidades funcionales.";28000000;1;RETIRO;-34.583.888;-58.380.712;19/10/2016;31/7/2017;9;100;Cooperativa;2016;;
25231;Polo Educativo Maria Elena Walsh;Polo Educativo Maria Elena Walsh;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Habitat;El edificio Ministerio, toma un sentido longitudinal en la morfologia para definir claramente la Ciudad por un lado y las visuales al Rio por el otro. Se trata de plantas flexibles, con superficies promedio de 1800mý. Dentro del volumen unico, se diferencian 2 sectores separados por un espacio descubierto central y diferentes alturas a los lados, siendo la mayor el sector del edificio destinado al Ministerio y la menor a la Escuela. La propuesta contemplo accesos independientes para la Escuela y el Ministerio con dos plazas diferenciadas. El edificio Escuela se desarrolla en tres niveles y un entrepiso. Cuenta con un Jardin de Infantes, la Escuela Primaria y el Programa de Adultos, comedor y SUM. Cada sector del programa edilicio dispondra de un area de expansion.;697650207;1;RETIRO;-34.582.058;-5.838.014;8/1/2018;30/8/2019;19;100;Bricons S.A.I.C.F.I.;2017;Licitacion Publica Internacional;1304/SIGAF/17
25232;Anillo Digital;Anillo Digital - Centro de Monitoreo Sur;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;"Construccion de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificacion institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.";15332570;8;VILLA RIACHUELO;-34.703.736;-58.461.222;1/9/2016;21/12/2016;3;100;Bosquimano S.A;2016;;
25233;Anillo Digital;Anillo Digital - Centro de Monitoreo Norte;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;"Construccion de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificacion institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.";15897150;12;SAAVEDRA;-34.549.165;-58.497.112;1/9/2016;21/12/2016;3;100;Bosquimano S.A;2016;;
25235;Comisarias;Comisaria Vecinal 8-B;Finalizada;Arquitectura;Ministerio de Justicia y Seguridad;Construccion del nuevo edificio sede de la Comisaria 8-B;;8;VILLA LUGANO;-34.675.664;-58.455.909;1/10/2017;1/3/2018;5;100;Ecosan S.A;;;
25237;Villa Olimpica;Villa Olimpica: Espacio publico;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;Construccion y revalorizacion del espacio publico adyacente al predio de las nuevas viviendas de Villa Olimpica.;113437807;8;VILLA SOLDATI;-346.728.993.035.658;-584.585.042.701.709;1/3/2017;1/11/2018;20;100;Conorvial S.A;2016;Licitacion Publica;981-Sigaf/2016
25238;Cuenca Radio Antiguo y Ugarteche;Ramal Austria II;Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;Las obras objeto de esta licitacion consistieron, basicamente, en el refuerzo de la red de desages pluviales existentes mediante el agregado de nuevos conductos. Los conductos, hormigonados ?in situ?, se complementaron con obras tales como: sumideros, camaras de empalme, de inspeccion y distribuidoras de caudal. La finalidad de esta obra fue completar el funcionamiento del denominado ramal austria 1, extendiendo la traza del mismo hasta la darsena f del puerto metropolitano.;;2;RECOLETA;-345.865.851.555.223;-583.858.523.008.246;1/2/2017;31/1/2018;11;100;Tecma S.A.;;;
25240;Barrio Las Palomas;Barrio Las Palomas: Mejoras En Frentes - Etapa 2;Finalizada;Vivienda;Corporacion Buenos Aires Sur;La propuesta de las obras consistio en las mejoras en los frentes de las parcelas regularizadas de la manzana 7F;792212;8;VILLA SOLDATI;-346.563.179.459.629;-584.511.464.349.264;31/8/2017;30/9/2017;1;100;Cooperativa;2017;;
25241;Bajo Autopista;Recuperacion Y Renovacion De Accesos En Av. General Paz;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;Entornos urbanos - Renovacion de aceras existentes accesos Mosconi y Gutierrez, correccion y ajustes de arbolado y alumbrado, propuesta artistica de iluminacion bajo autopistas, ordenamiento del espacio de acceso a las estaciones ferroviarias sobre el lateral provincia.;17351997;8;VILLA RIACHUELO;-34.698.002;-58.469.826;1/1/2017;7/1/2017;0;100;Naku Construcciones S.R.L;2016;;
25242;Autodromo Oscar Y Alfredo Galvez;Autodromo Oscar Y Alfredo Galvez: Puesta En Valor - Provision E Instalacion De Butacas En Platea B;Finalizada;Espacio Publico;Corporacion Buenos Aires Sur;La obra consistio en la puesta en valor del autodromo de la Ciudad de Buenos Aires. Las tareas a ejecutar corresponden a la provision e instalacion de butacas en el sector de platea B.;899466;8;VILLA RIACHUELO;-34.698.002;-58.469.826;16/6/2017;7/1/2018;7;100;Dise¤o y Equipamientos S.R.L.;2017;Contratacion Directa;34-CBAS-2017
25243;Barrio Fraga;Barrio Fraga: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologia Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Cespedes, Prolong. Teodoro Garcia y Vias Ffcc Urquiza. Barrio Chacarita, Comuna 15.;207594687;15;CHACARITA;-345.838.462.067.095;-584.545.862.691.855;1/3/2018;30/9/2019;16;100;Conorvial S.A;2017;Licitacion Publica;37--IVC-2017
25244;Barrio Fraga;Barrio Fraga: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologia Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Cespedes, Prolong. Teodoro Garcia Y Vias Ffcc Urquiza. Barrio Chacarita, Comuna 15.;289841637;15;CHACARITA;-345.838.462.067.095;-584.545.862.691.855;1/3/2018;30/7/2019;16;100;Criba S.A.;2017;Licitacion Publica;37--IVC-2017
25245;Barrio Fraga;Barrio Fraga: Vivienda;En ejecucion;Vivienda;Instituto de la Vivienda;Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologia Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Cespedes, Prolong. Teodoro Garcia y Vias Ffcc Urquiza. Barrio Chacarita, Comuna 15.;388423141;15;CHACARITA;-345.838.462.067.095;-584.545.862.691.855;1/3/2018;1/6/2020;16;68;Pecam;2017;Licitacion Publica;37--IVC-2017
25246;Barrio Papa Francisco;Barrio Papa Francisco: Etapa 5;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Papa Francisco, Etapa 5. 420 Viviendas, 28 Locales Comerciales, Obras Exteriores y Sector Patio De Juegos. Tipologia Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernandez De La Cruz, Barrio Lugano, Comuna 8.;347482098;8;VILLA LUGANO;-34.673.147;-58.458.364;10/12/2017;31/10/2019;17;100;Conorvial S.A;2017;;
25247;Barrio Papa Francisco;Barrio Papa Francisco: Etapa 6;En ejecucion;Vivienda;Instituto de la Vivienda;Barrio Papa Francisco, Etapa 6. 486 Viviendas, 32 Locales Comerciales y Obras Exteriores. Tipologia Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernandez De La Cruz, Barrio Villa Lugano, Comuna 8.;437833237;8;VILLA LUGANO;-34.673.147;-58.458.364;10/12/2017;31/1/2021;17;73;Green S.A;2017;;
25300;Obras en escuelas de Comuna 3;Esc. Normal Superior Nø 09 Domingo Faustino Sarmiento: Obras generales;Finalizada;Escuelas;Ministerio de Educacion;Restauracion, puesta en valor y rehabilitacion general.;;3;BALVANERA;-34.603.817;-58.392.815;19/11/2015;8/3/2019;40;100;;;;
25301;Centros De Salud Barrio 31;Nuevo Cesac N25 Barrio 31;Finalizada;Salud;Ministerio de Salud;CESAC 25 - 550 m2. Construccion Nuevo Cesac con 11 consultorios, enfermeria, vacunatorio, farmacia, deposito de leche, area administrativa, nucleos sanitarios publicos y para personal, estar de profesionales, salas de tablero, sala transformadora, salas para equipos gases medicos, sala de maquinas sanitarias, electromecanica y sala de termotanques, jefatura.;25490556;1;RETIRO;-34.589.214;-58.371.015;1/11/2018;15/12/2019;12;100;Kir S.R.L;;;
25302;Centros De Salud Barrio 31;Nuevo Cesac N21 Barrio 31;Finalizada;Salud;Ministerio de Salud;Demolicion de edificios existentes y Nuevo Cesac n21 en reemplazo del Centro existente ubicado en el Parador de Retiro. 600 m2 ? 14 consultorios - Enfermeria, vacunatorio, farmacia, deposito de leche/ Espera, SUM/ Administracion ? Admision/empadronamiento/ Jefatura/ Estar de profesionales/ Sanitarios publicos/ Sanitarios y vestuario para el personal/ Depositos y areas de apoyo tecnico/ Ascensor;31574155;1;RETIRO;-34.589.214;-58.371.015;1/11/2018;17/5/2019;6;100;Kir S.R.L;;;
25303;Centros De Salud en Comuna 7;Nuevo Cesac Comuna 7;En licitacion;Salud;Ministerio de Salud;Construccion Nuevo Cesac en Av La Plata. CESAC (14 consultorios). Superficie: Cubierta Total CESAC: 740m2 (aprox);;;;;;2/1/2019;30/12/2020;23;0;;;;
25304;Centros De Salud en Villa Luro;Nuevo Cesac Villa Luro;En ejecucion;Salud;Ministerio de Salud;Construccion de un nuevo Cesac en el predio que actualmente se usa como area deportiva del Club ?Floresta Juniors?. Albergara ambas funciones, CESAC y Club. CESAC (14 consultorios). Superficie: Cubierta Total CESAC: 745m2 Club + CESAC: 938 m2;63433231;10;VILLA LURO;-34.635.763;-58.505.923;22/10/2019;30/6/2021;23;7;JOSe LUIS TRIVI¥O S.A;;;
25305;Salud mental;Casa de medio Camino (Alvarez Thomas);En licitacion;Salud;Ministerio de Salud;Construccion de una nueva casa de Medio camino en terreno de alvarez Thomas;48000000;13;;;;1/10/2019;31/12/2020;14;0;;;;
25306;Hospital Argerich;Centro Transformacion Instalacion Electrica del Hospital Argerich;En ejecucion;Salud;Ministerio de Salud;Construccion de la Subestacion de Transformacion de Energia Electrica, Grupos Electrogenos y Sala de Maquinas de Gases Medicos (Aire Comprimido y Vacio) del Hospital.;94067409;4;BOCA;-34.627.892;-58.365.414;2/11/2018;31/10/2020;23;85;Tala Construcciones S.A.;;;
25307;Hospital Sarda;Sala de gases medicos;Finalizada;Salud;Ministerio de Salud;Nueva Sala de Gases medicos para abastecer la Terapia 8 puestos ya terminada que consistio en la Remodelacion Sector UCI 2ø Piso: area Terapia Intensiva e Intermedia. Generar dos salas de Cuidados Intensivos de 4 camas cada una. Una de ellas destinada a Cuidados Intensivos propiamente, y la otra a Cuidados Intermedios.;10400350;4;PARQUE PATRICIOS;-34.634.219;-58.403.016;1/11/2018;27/5/2019;6;100;;;;
25308;Hospital Rivadavia;Guardia nueva;En ejecucion;Salud;Ministerio de Salud;Obras Nuevas y de Remodelacion, realizando a su vez trabajos de demolicion de ciertas construcciones ubicadas en el sector a intervenir y de desmonte en areas para relocalizacion de depositos. El proyecto comprende como edificio principal al Servicio de la Guardia con los dormitorios Medicos emplazado en la esquina de Austria y Pacheco de Melo y como obras complementarias los Depositos y Talleres de mantenimiento relocalizados ubicados sobre Pacheco de Melo y Sanchez de Bustamante.;111604698;2;RECOLETA;-345.843.552.484.895;-584.008.112.524.066;1/6/2018;31/12/2020;25;36;Emaco S.A.;;;
25309;Hospital Ramos Mejia;Quirofanos;En ejecucion;Salud;Ministerio de Salud;Obras de Remodelacion Integral incluyendo obra civil y la totalidad de las instalaciones con nueva sala de maquinas de gases medicos (a ubicarse en la terraza del Pabellon). En el Centro Quirurgico: Reestructuracion funcional del area para dejar operativos 8 quirofanos. En ambos casos, se contempla la puesta a norma de todas las instalaciones y aumento de la dotacion de camas.;146372766;3;BALVANERA;-34.617.656;-58.409.613;1/11/2018;30/5/2020;13;39;SES SA;;;
25310;Hospital Pi¤ero;Red Troncal Electrica;Finalizada;Salud;Ministerio de Salud;Readecuacion Integral de Instalacion Electrica: El objetivo del proyecto es solucionar los reiterados inconvenientes electricos que generaba una instalacion electrica obsoleta dise¤ada y dimensionada hace muchos a¤os, que no correspondia con el uso al cual se encuentra solicitada actualmente ni a los consumos. Contemplo los pabellones 1, 2, 3, 4, 5, 6, 7, 9 y 10. Asi como todo el proyecto de alumbrado exterior. El proyecto busco optimizar el uso de la electricidad disminuyendo los costos y mejorando el rendimiento de los equipos. Por otra parte la instalacion actual se encuentra tomada de una camara de la calle Crisostomo alvarez y la misma tiene muchos inconvenientes de cortes.;49612908;7;FLORES;-34.644.749;-58.454.529;1/11/2018;31/3/2019;5;100;;;;
25311;Cuenca Arroyo Vega;Obra de Descarga;En ejecucion;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;2893118429;13;BELGRANO;-34.551.158;-58.428.715;27/12/2016;28/2/2020;32;1;Vega + Roggio + Castellone + SuperCemento;;;
25312;Cuenca Arroyo Vega;Tunel TBM (5.883 m);Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;;13;BELGRANO;-34.551.158;-58.428.715;7/1/2018;26/7/2019;18;100;Vega + Roggio + Castellone + SuperCemento;;;
25313;Cuenca Arroyo Vega;Tunel Pipe Jacking (2.396 m);Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;;13;BELGRANO;-34.551.158;-58.428.715;11/8/2018;22/6/2019;10;100;Vega + Roggio + Castellone + SuperCemento;;;
25314;Cuenca Arroyo Vega;Tunel natm ramal Elcano (441m);Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;;13;BELGRANO;-34.551.158;-58.428.715;25/9/2017;28/3/2019;18;100;Vega + Roggio + Castellone + SuperCemento;;;
25315;Cuenca Arroyo Vega;Tunel natm Victorica (68 m);En ejecucion;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;;13;BELGRANO;-34.551.158;-58.428.715;29/3/2019;28/2/2020;4;1;Vega + Roggio + Castellone + SuperCemento;;;
25316;Cuenca Arroyo Vega;Camaras derivadoras;Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El nuevo emisario tendra 8,4 km de extension y permitira duplicar la capacidad de conduccion de agua del emisario principal, ya existente, hasta su desembocadura en el Rio de la Plata. El monto total del segundo emisario del arroyo vega es $2.893.118.429, incluye esta y 5 obras mas.;;13;BELGRANO;-34.551.158;-58.428.715;3/12/2018;6/8/2019;8;100;Vega + Roggio + Castellone + SuperCemento;;;
25317;Entorno Once;Parque de la Estacion - Espacio Publico;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;El monto total de esta obra es $211.883.237. Incluye las obras de Parque de la Estacion ? Espacio Publico y Parque de la estacion ? Galpon.;211883237;11;ALMAGRO;-34.608.371;-58.413.291;19/11/2016;19/4/2019;29;100;Cunumi S.A;;;
25318;Entorno Once;Parque de la Estacion ? Galpon;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;El monto total de esta obra es $211.883.237. Incluye las obras de Parque de la Estacion ? Espacio Publico y Parque de la estacion ? Galpon.;;11;ALMAGRO;-34.608.371;-58.413.291;19/11/2016;19/4/2019;29;100;;;;
25319;Subte Linea E;Subterraneos - Linea E: Extension - Escaleras mecanicas;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;;89523613;1;SAN NICOLAS;-3.460.297.614.585;-58.370.227.217.674;30/3/2017;31/10/2018;19;100;;;;
25320;Subte Linea E;Subterraneos - Linea E: Extension - Renovacion de vias y aparatos de via;En ejecucion;Transporte;Secretaria de Transporte y Obras Publicas;;266717844;;;-3.460.297.614.585;-58.370.227.217.674;27/8/2014;31/1/2020;65;88;Benito Roggio E Hijos S.A.;;;
